"molecule"	"famille"
"propranolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"propranolol"	"bêta-bloquants (sauf esmolol)"
"propranolol"	"bêta-bloquants non cardio-sélectifs"
"propranolol"	"médicaments abaissant la pression artérielle"
"propranolol"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"proteine c activee recombinante"	"antiagrégants plaquettaires"
"proteine c humaine"	"antiagrégants plaquettaires"
"pseudoephedrine"	"sympathomimétiques indirects"
"pyrazinamide"	"Interactions en propre seulement"
"pyridostigmine"	"anticholinestérasiques"
"pyridostigmine"	"bradycardisants"
"pyrimethamine"	"Interactions en propre seulement"
"quetiapine"	"médicaments abaissant le seuil épileptogène"
"quetiapine"	"médicaments atropiniques"
"quetiapine"	"médicaments sédatifs"
"quetiapine"	"médicaments à l'origine d'une hypotension orthostatique"
"quetiapine"	"neuroleptiques"
"quetiapine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"quetiapine"	"substrats à risque du CYP3A4"
"quinagolide"	"dopaminergiques"
"quinagolide"	"dopaminergiques, hors Parkinson"
"quinapril"	"antihypertenseurs sauf alpha-bloquants"
"quinapril"	"hyperkaliémiants"
"quinapril"	"inhibiteurs de l'enzyme de conversion"
"quinapril"	"médicaments abaissant la pression artérielle"
"quinapril"	"médicaments, bradykinine et angio-œdème"
"quinidine"	"antiarythmiques"
"quinidine"	"antiarythmiques classe Ia"
"quinidine"	"bradycardisants"
"quinidine"	"médicaments atropiniques"
"quinidine"	"substances susceptibles de donner des torsades de pointes"
"quinidine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"quinine"	"substrats à risque du CYP3A4"
"quinupristine"	"Interactions en propre seulement"
"rabeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"racecadotril"	"médicaments, bradykinine et angio-œdème"
"raltégravir"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"raltitrexed"	"cytotoxiques"
"ramipril"	"antihypertenseurs sauf alpha-bloquants"
"ramipril"	"hyperkaliémiants"
"ramipril"	"inhibiteurs de l'enzyme de conversion"
"ramipril"	"médicaments abaissant la pression artérielle"
"ramipril"	"médicaments, bradykinine et angio-œdème"
"ramucirumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"ranitidine"	"antisécrétoires antihistaminiques H2"
"ranitidine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"ranolazine"	"Interactions en propre seulement"
"rasagiline"	"IMAO-B"
"rasagiline"	"antiparkinsoniens dopaminergiques"
"rasagiline"	"dopaminergiques"
"rasagiline"	"médicaments à l'origine d'une hypotension orthostatique"
"reglisse"	"hypokaliémiants"
"régorafénib"	"Interactions en propre seulement"
"remifentanil"	"analgésiques morphiniques agonistes"
"remifentanil"	"analgésiques morphiniques de palier III"
"remifentanil"	"morphiniques"
"remifentanil"	"médicaments sédatifs"
"repaglinide"	"glinides"
"reserpine"	"Interactions en propre seulement"
"reteplase"	"thrombolytiques"
"retigabine"	"anticonvulsivants métabolisés"
"reviparine"	"hyperkaliémiants"
"reviparine"	"héparines"
"reviparine"	"héparines (doses curatives et/ou sujet âgé)"
"reviparine"	"héparines (doses préventives)"
"rhubarbe"	"hypokaliémiants"
"ribavirine"	"Interactions en propre seulement"
"ricin"	"hypokaliémiants"
"ricinus communis"	"hypokaliémiants"
"rifabutine"	"inducteurs enzymatiques"
"rifampicine"	"inducteurs enzymatiques"
"rilmenidine"	"antihypertenseurs centraux"
"rilmenidine"	"antihypertenseurs sauf alpha-bloquants"
"rilmenidine"	"médicaments abaissant la pression artérielle"
"rilmenidine"	"médicaments sédatifs"
"rilpivirine"	"Interactions en propre seulement"
"riociguat"	"médicaments à l'origine d'une hypotension orthostatique"
"risperidone"	"médicaments sédatifs"
"risperidone"	"médicaments à l'origine d'une hypotension orthostatique"
"risperidone"	"neuroleptiques"
"risperidone"	"neuroleptiques antipsychotiques (sauf clozapine)"
"ritonavir"	"inhibiteurs de protéases boostés par ritonavir"
"ritonavir"	"inhibiteurs puissants du CYP3A4"
"rituximab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"rivaroxaban"	"anticoagulants oraux"
"rivaroxaban"	"substrats à risque du CYP3A4"
"rivastigmine"	"anticholinestérasiques"
"rivastigmine"	"bradycardisants"
"rizatriptan"	"triptans"
"rizatriptan"	"triptans métabolisés par la MAO"
"rocuronium"	"curares"
"rocuronium"	"curares non dépolarisants"
"rofecoxib"	"anti-inflammatoires non stéroïdiens"
"rofecoxib"	"hyperkaliémiants"
"rolapitant"	"Interactions en propre seulement"
"ropinirole"	"antiparkinsoniens dopaminergiques"
"ropinirole"	"dopaminergiques"
"ropinirole"	"médicaments sédatifs"
"ropinirole"	"médicaments à l'origine d'une hypotension orthostatique"
"ropinirole"	"médicaments à risque lors du sevrage tabagique"
"rosuvastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"rosuvastatine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"rotavirus"	"vaccins vivants atténués"
"rotigotine"	"antiparkinsoniens dopaminergiques"
"rotigotine"	"dopaminergiques"
"rotigotine"	"médicaments à l'origine d'une hypotension orthostatique"
"roxithromycine"	"macrolides (sauf spiramycine)"
"rufinamide"	"Interactions en propre seulement"
"rupatadine"	"médicaments sédatifs"
"ruxolitinib"	"inhibiteurs des tyrosine kinases métabolisés"
"ruxolitinib"	"substrats à risque du CYP3A4"
"sacubitril"	"médicaments, bradykinine et angio-œdème"
"safinamide"	"IMAO-B"
"salbutamol"	"bêta-2 mimétiques"
"salmeterol"	"Interactions en propre seulement"
"saquinavir"	"inhibiteurs de protéases boostés par ritonavir"
"saxagliptine"	"gliptines"
"saxagliptine"	"médicaments, bradykinine et angio-œdème"
"scopolamine"	"médicaments atropiniques"
"secnidazole"	"antabuse (réaction)"
"sécukinumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"selegiline"	"IMAO-B"
"selegiline"	"antiparkinsoniens dopaminergiques"
"selegiline"	"dopaminergiques"
"selegiline"	"médicaments à l'origine d'une hypotension orthostatique"
"selexipag"	"Interactions en propre seulement"
"sene"	"hypokaliémiants"
"sene de l'inde"	"hypokaliémiants"
"sertraline"	"hyponatrémiants"
"sertraline"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"sertraline"	"médicaments abaissant le seuil épileptogène"
"sertraline"	"médicaments à l'origine d'un syndrome sérotoninergique"
"sevelamer"	"résines chélatrices"
"sevoflurane"	"anesthésiques volatils halogénés"
"sildenafil"	"inhibiteurs de la phosphodiesterase de type 5"
"sildenafil"	"médicaments à l'origine d'une hypotension orthostatique"
"silicone"	"huiles minérales"
"silodosine"	"alphabloquants à visée urologique"
"silodosine"	"médicaments à l'origine d'une hypotension orthostatique"
"siltuximab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"simvastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"simvastatine"	"substrats à risque du CYP3A4"
"sirolimus"	"immunosuppresseurs"
"sirolimus"	"médicaments, bradykinine et angio-œdème"
"sirolimus"	"substrats à risque du CYP3A4"
"sitagliptine"	"gliptines"
"sitagliptine"	"médicaments, bradykinine et angio-œdème"
"sodium (bicarbonate de)"	"alcalinisants urinaires"
"sodium (chlorure de)"	"Interactions en propre seulement"
"sodium (citrate de)"	"citrates"
"sodium (citrate diacide de)"	"citrates"
"sodium (docusate de)"	"hypokaliémiants"
"sodium (nitroprussiate de)"	"médicaments méthémoglobinisants"
"sodium (oxybate de)"	"médicaments sédatifs"
"sodium (picosulfate de)"	"hypokaliémiants"
"sodium (ricinoleate de)"	"hypokaliémiants"
"sofosbuvir"	"Interactions en propre seulement"
"solifenacine"	"antispasmodiques urinaires"
"solifenacine"	"médicaments atropiniques"
"sorafenib"	"inhibiteurs des tyrosine kinases métabolisés"
"sorafenib"	"substrats à risque du CYP3A4"
"sorbitol"	"Interactions en propre seulement"
"sotalol"	"antiarythmiques"
"sotalol"	"antihypertenseurs sauf alpha-bloquants"
"sotalol"	"bradycardisants"
"sotalol"	"bêta-bloquants (sauf esmolol)"
"sotalol"	"bêta-bloquants non cardio-sélectifs"
"sotalol"	"médicaments abaissant la pression artérielle"
"sotalol"	"substances susceptibles de donner des torsades de pointes"
"sotalol"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"spectinomycine"	"médicaments néphrotoxiques"
"spiramycine"	"substances susceptibles de donner des torsades de pointes"
"spiramycine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"spironolactone"	"antihypertenseurs sauf alpha-bloquants"
"spironolactone"	"diurétiques"
"spironolactone"	"diurétiques épargneurs de potassium (seuls ou associés)"
"spironolactone"	"hyperkaliémiants"
"spironolactone"	"hyponatrémiants"
"spironolactone"	"médicaments abaissant la pression artérielle"
"stavudine"	"Interactions en propre seulement"
"stiripentol"	"Interactions en propre seulement"
"streptokinase"	"thrombolytiques"
"streptomycine"	"aminosides"
"streptomycine"	"médicaments néphrotoxiques"
"streptomycine"	"médicaments ototoxiques"
"streptozocine"	"cytotoxiques"
"streptozocine"	"médicaments néphrotoxiques"
"strontium"	"Interactions en propre seulement"
"sucralfate"	"Interactions en propre seulement"
"sufentanil"	"analgésiques morphiniques agonistes"
"sufentanil"	"analgésiques morphiniques de palier III"
"sufentanil"	"morphiniques"
"sufentanil"	"médicaments sédatifs"
"sufentanil"	"substrats à risque du CYP3A4"
"sulfadiazine"	"médicaments méthémoglobinisants"
"sulfadiazine"	"sulfamides antibactériens"
"sulfadoxine"	"médicaments méthémoglobinisants"
"sulfadoxine"	"sulfamides antibactériens"
"sulfafurazol"	"médicaments méthémoglobinisants"
"sulfaguanidine"	"médicaments méthémoglobinisants"
"sulfamethizol"	"médicaments méthémoglobinisants"
"sulfamethizol"	"sulfamides antibactériens"
"sulfamethoxazole"	"médicaments méthémoglobinisants"
"sulfamethoxazole"	"sulfamides antibactériens"
"sulfamethoxazole"	"sulfaméthoxazole + triméthoprime"
"sulfasalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"sulfinpyrazone"	"Interactions en propre seulement"
"sulindac"	"anti-inflammatoires non stéroïdiens"
"sulindac"	"hyperkaliémiants"
"sulpiride"	"médicaments sédatifs"
"sulpiride"	"médicaments à l'origine d'une hypotension orthostatique"
"sulpiride"	"neuroleptiques"
"sulpiride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sulpiride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sulpiride"	"substances susceptibles de donner des torsades de pointes"
"sulpiride"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"sulprostone"	"Interactions en propre seulement"
"sumatriptan"	"triptans"
"sumatriptan"	"triptans métabolisés par la MAO"
"sunitinib"	"inhibiteurs des tyrosine kinases métabolisés"
"sunitinib"	"substrats à risque du CYP3A4"
"suxamethonium"	"curares"
"synephrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"tacrolimus"	"hyperkaliémiants"
"tacrolimus"	"immunosuppresseurs"
"tacrolimus"	"médicaments néphrotoxiques"
"tacrolimus"	"substrats à risque du CYP3A4"
"tadalafil"	"inhibiteurs de la phosphodiesterase de type 5"
"tadalafil"	"médicaments à l'origine d'une hypotension orthostatique"
"tamoxifene"	"Interactions en propre seulement"
"tamsulosine"	"alphabloquants à visée urologique"
"tamsulosine"	"médicaments abaissant la pression artérielle"
"tamsulosine"	"médicaments à l'origine d'une hypotension orthostatique"
"tapentadol"	"analgésiques morphiniques agonistes"
"tapentadol"	"analgésiques morphiniques de palier II"
"tapentadol"	"morphiniques"
"tapentadol"	"médicaments abaissant le seuil épileptogène"
"tapentadol"	"médicaments sédatifs"
"tazobactam"	"pipéracilline/tazobactam"
"tédizolide"	"IMAO-A réversibles, y compris oxazolidinones et bleu de méthylène"
"tegafur"	"cytotoxiques"
"tegafur"	"fluorouracile (et, par extrapolation, autres fluoropyrimidines)"
"teicoplanine"	"médicaments néphrotoxiques"
"teicoplanine"	"médicaments ototoxiques"
"telbivudine"	"Interactions en propre seulement"
"telithromycine"	"inhibiteurs puissants du CYP3A4"
"telithromycine"	"macrolides (sauf spiramycine)"
"telmisartan"	"antagonistes des récepteurs de l'angiotensine II"
"telmisartan"	"antihypertenseurs sauf alpha-bloquants"
"telmisartan"	"hyperkaliémiants"
"telmisartan"	"médicaments abaissant la pression artérielle"
"telmisartan"	"médicaments, bradykinine et angio-œdème"
"témocilline"	"pénicillines"
"temozolomide"	"cytotoxiques"
"temsirolimus"	"immunosuppresseurs"
"temsirolimus"	"médicaments, bradykinine et angio-œdème"
"temsirolimus"	"substrats à risque du CYP3A4"
"tenecteplase"	"thrombolytiques"
"ténofovir alafénamide"	"Interactions en propre seulement"
"tenofovir disoproxil"	"médicaments néphrotoxiques"
"tenonitrozole"	"antabuse (réaction)"
"tenoxicam"	"anti-inflammatoires non stéroïdiens"
"tenoxicam"	"hyperkaliémiants"
"terazosine"	"alphabloquants à visée urologique"
"terazosine"	"médicaments abaissant la pression artérielle"
"terazosine"	"médicaments à l'origine d'une hypotension orthostatique"
"terbinafine"	"Interactions en propre seulement"
"terbutaline"	"bêta-2 mimétiques"
"tériflunomide"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"terpine"	"médicaments abaissant le seuil épileptogène"
"terpineol"	"médicaments abaissant le seuil épileptogène"
"terpinol"	"médicaments abaissant le seuil épileptogène"
"tertatolol"	"antihypertenseurs sauf alpha-bloquants"
"tertatolol"	"bradycardisants"
"tertatolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"tertatolol"	"bêta-bloquants (sauf esmolol)"
"tertatolol"	"bêta-bloquants non cardio-sélectifs"
"tertatolol"	"médicaments abaissant la pression artérielle"
"testosterone"	"androgènes"
"tetrabenazine"	"médicaments sédatifs"
"tetracosactide"	"corticoïdes"
"tetracosactide"	"glucocorticoïdes (sauf hydrocortisone)"
"tetracosactide"	"hypokaliémiants"
"tetracycline"	"cyclines"
"tetracycline"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"tetrazepam"	"benzodiazépines et apparentés"
"tetryzoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"thalidomide"	"bradycardisants"
"thalidomide"	"médicaments sédatifs"
"theodrenaline"	"sympathomimétiques indirects"
"theophylline"	"médicaments à risque lors du sevrage tabagique"
"theophylline"	"théophylline (et, par extrapolation, aminophylline)"
"thiomersal"	"antiseptiques mercuriels"
"thiopental"	"barbituriques"
"thiotepa"	"cytotoxiques"
"thymol"	"médicaments abaissant le seuil épileptogène"
"thyroxines"	"hormones thyroïdiennes"
"thyroxines"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"tiabendazole"	"Interactions en propre seulement"
"tiagabine"	"anticonvulsivants métabolisés"
"tianeptine"	"Interactions en propre seulement"
"tiapride"	"médicaments sédatifs"
"tiapride"	"médicaments à l'origine d'une hypotension orthostatique"
"tiapride"	"neuroleptiques"
"tiapride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"tiapride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"tiapride"	"substances susceptibles de donner des torsades de pointes"
"tibolone"	"Interactions en propre seulement"
"ticagrelor"	"antiagrégants plaquettaires"
"ticagrelor"	"substrats à risque du CYP3A4"
"ticarcilline"	"pénicillines"
"ticarcilline"	"pénicillines A"
"ticlopidine"	"antiagrégants plaquettaires"
"tigecycline"	"cyclines"
"tigecycline"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"timolol"	"antihypertenseurs sauf alpha-bloquants"
"timolol"	"bradycardisants"
"timolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"timolol"	"bêta-bloquants (sauf esmolol)"
"timolol"	"bêta-bloquants non cardio-sélectifs"
"timolol"	"médicaments abaissant la pression artérielle"
"tinidazole"	"antabuse (réaction)"
"tinzaparine"	"hyperkaliémiants"
"tinzaparine"	"héparines"
"tinzaparine"	"héparines (doses curatives et/ou sujet âgé)"
"tinzaparine"	"héparines (doses préventives)"
"tioguanine"	"cytotoxiques"
"tipranavir"	"inhibiteurs de protéases boostés par ritonavir"
"tiratricol"	"hormones thyroïdiennes"
"tiratricol"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"tirofiban"	"antiagrégants plaquettaires"
"tobramycine"	"aminosides"
"tobramycine"	"médicaments néphrotoxiques"
"tobramycine"	"médicaments ototoxiques"
"tocilizumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"tolcapone"	"antiparkinsoniens dopaminergiques"
"tolcapone"	"dopaminergiques"
"tolcapone"	"inhibiteurs de la catéchol-O-méthyltransférase (COMT)"
"tolcapone"	"médicaments à l'origine d'une hypotension orthostatique"
"tolterodine"	"antispasmodiques urinaires"
"tolterodine"	"médicaments atropiniques"
"tolvaptan"	"Interactions en propre seulement"
"topiramate"	"anticonvulsivants métabolisés"
"topotecane"	"cytotoxiques"
"toremifene"	"substances susceptibles de donner des torsades de pointes"
"toremifene"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"trabectédine"	"Interactions en propre seulement"
"tramadol"	"analgésiques morphiniques agonistes"
"tramadol"	"analgésiques morphiniques de palier II"
"tramadol"	"morphiniques"
"tramadol"	"médicaments abaissant le seuil épileptogène"
"tramadol"	"médicaments sédatifs"
"tramadol"	"médicaments à l'origine d'un syndrome sérotoninergique"
"trandolapril"	"antihypertenseurs sauf alpha-bloquants"
"trandolapril"	"hyperkaliémiants"
"trandolapril"	"inhibiteurs de l'enzyme de conversion"
"trandolapril"	"médicaments abaissant la pression artérielle"
"trandolapril"	"médicaments, bradykinine et angio-œdème"
"trastuzumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"trastuzumab emtansine"	"Interactions en propre seulement"
"treprostinil"	"antiagrégants plaquettaires"
"trétinoïne"	"rétinoïdes"
"triamcinolone"	"corticoïdes"
"triamcinolone"	"corticoïdes métabolisés, notamment inhalés"
"triamcinolone"	"glucocorticoïdes (sauf hydrocortisone)"
"triamcinolone"	"hypokaliémiants"
"triamcinolone"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"triamterene"	"antihypertenseurs sauf alpha-bloquants"
"triamterene"	"diurétiques"
"triamterene"	"diurétiques épargneurs de potassium (seuls ou associés)"
"triamterene"	"hyperkaliémiants"
"triamterene"	"hyponatrémiants"
"triamterene"	"médicaments abaissant la pression artérielle"
"triclabendazole"	"Interactions en propre seulement"
"trihexyphenidyle"	"antiparkinsoniens anticholinergiques"
"trihexyphenidyle"	"médicaments atropiniques"
"trimethoprime"	"hyperkaliémiants"
"trimethoprime"	"sulfaméthoxazole + triméthoprime"
"trimipramine"	"antidépresseurs imipraminiques"
"trimipramine"	"médicaments abaissant le seuil épileptogène"
"trimipramine"	"médicaments atropiniques"
"trimipramine"	"médicaments sédatifs"
"trimipramine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"trimipramine"	"médicaments à l'origine d'une hypotension orthostatique"
"trinitrine"	"dérivés nitrés et apparentés"
"trinitrine"	"médicaments à l'origine d'une hypotension orthostatique"
"triprolidine"	"médicaments atropiniques"
"triprolidine"	"médicaments sédatifs"
"trometamol"	"alcalinisants urinaires"
"tropatepine"	"antiparkinsoniens anticholinergiques"
"tropatepine"	"médicaments atropiniques"
"tropicamide"	"médicaments atropiniques"
"trospium"	"médicaments atropiniques"
"tryptophane"	"médicaments à l'origine d'un syndrome sérotoninergique"
"tuaminoheptane"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"ulipristal"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"uméclidinium"	"médicaments atropiniques"
"urapidil"	"antihypertenseurs alpha-bloquants"
"urapidil"	"médicaments abaissant la pression artérielle"
"urokinase"	"thrombolytiques"
"ustékinumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"valaciclovir"	"médicaments néphrotoxiques"
"valganciclovir"	"médicaments néphrotoxiques"
"valpromide"	"anticonvulsivants métabolisés"
"valpromide"	"valproïque (acide) et, par extrapolation, valpromide"
"valsartan"	"antagonistes des récepteurs de l'angiotensine II"
"valsartan"	"antihypertenseurs sauf alpha-bloquants"
"valsartan"	"hyperkaliémiants"
"valsartan"	"médicaments abaissant la pression artérielle"
"valsartan"	"médicaments, bradykinine et angio-œdème"
"vancomycine"	"médicaments néphrotoxiques"
"vancomycine"	"médicaments ototoxiques"
"vandétanib"	"inhibiteurs des tyrosine kinases métabolisés"
"vandétanib"	"substances susceptibles de donner des torsades de pointes"
"vandétanib"	"substrats à risque du CYP3A4"
"vandétanib"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"vardenafil"	"inhibiteurs de la phosphodiesterase de type 5"
"vardenafil"	"médicaments à l'origine d'une hypotension orthostatique"
"vecuronium"	"curares"
"vecuronium"	"curares non dépolarisants"
"védolizumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"velpatasvir"	"Interactions en propre seulement"
"vémurafénib"	"Interactions en propre seulement"
"venlafaxine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"venlafaxine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"verapamil"	"antagonistes des canaux calciques"
"verapamil"	"antiarythmiques"
"verapamil"	"antihypertenseurs sauf alpha-bloquants"
"verapamil"	"bradycardisants"
"verapamil"	"médicaments abaissant la pression artérielle"
"vidarabine"	"Interactions en propre seulement"
"vilantérol"	"bêta-2 mimétiques"
"vildagliptine"	"gliptines"
"vildagliptine"	"médicaments, bradykinine et angio-œdème"
"vinblastine"	"cytotoxiques"
"vinblastine"	"substrats à risque du CYP3A4"
"vinblastine"	"vinca-alcaloïdes cytotoxiques"
"vincamine"	"substances susceptibles de donner des torsades de pointes"
"vincamine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"vincristine"	"cytotoxiques"
"vincristine"	"substrats à risque du CYP3A4"
"vincristine"	"vinca-alcaloïdes cytotoxiques"
"vindesine"	"cytotoxiques"
"vindesine"	"substrats à risque du CYP3A4"
"vindesine"	"vinca-alcaloïdes cytotoxiques"
"vinflunine"	"cytotoxiques"
"vinflunine"	"substrats à risque du CYP3A4"
"vinflunine"	"vinca-alcaloïdes cytotoxiques"
"vinorelbine"	"cytotoxiques"
"vinorelbine"	"substrats à risque du CYP3A4"
"vinorelbine"	"vinca-alcaloïdes cytotoxiques"
"virus de la fievre jaune"	"vaccins vivants atténués"
"virus de la rougeole"	"vaccins vivants atténués"
"virus des oreillons"	"vaccins vivants atténués"
"virus rubeoleux"	"vaccins vivants atténués"
"virus varicelle-zona"	"vaccins vivants atténués"
"virus vivant atténué de la grippe"	"vaccins vivants atténués"
"vismodégib"	"Interactions en propre seulement"
"vitamine a"	"Interactions en propre seulement"
"voriconazole"	"inhibiteurs puissants du CYP3A4"
"vortioxétine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"vortioxétine"	"médicaments abaissant le seuil épileptogène"
"vortioxétine"	"médicaments à l'origine d'une hypotension orthostatique"
"warfarine"	"anticoagulants oraux"
"warfarine"	"antivitamines K"
"yohimbine"	"Interactions en propre seulement"
"ziconotide"	"médicaments sédatifs"
"zidovudine"	"Interactions en propre seulement"
"zinc"	"Interactions en propre seulement"
"zofenopril"	"antihypertenseurs sauf alpha-bloquants"
"zofenopril"	"hyperkaliémiants"
"zofenopril"	"inhibiteurs de l'enzyme de conversion"
"zofenopril"	"médicaments abaissant la pression artérielle"
"zofenopril"	"médicaments, bradykinine et angio-œdème"
"zolmitriptan"	"triptans"
"zolmitriptan"	"triptans métabolisés par la MAO"
"zolpidem"	"benzodiazépines et apparentés"
"zolpidem"	"hypnotiques"
"zolpidem"	"médicaments sédatifs"
"zonisamide"	"anticonvulsivants métabolisés"
"zopiclone"	"benzodiazépines et apparentés"
"zopiclone"	"hypnotiques"
"zopiclone"	"médicaments sédatifs"
"zuclopenthixol"	"médicaments atropiniques"
"zuclopenthixol"	"médicaments sédatifs"
"zuclopenthixol"	"médicaments à l'origine d'une hypotension orthostatique"
"zuclopenthixol"	"neuroleptiques"
"zuclopenthixol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"zuclopenthixol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"zuclopenthixol"	"substances susceptibles de donner des torsades de pointes"
