"molecule"	"famille"
"sulfamethoxazole"	"sulfamides antibactériens"
"sulfamoxole"	"sulfamides antibactériens"
"sulfasalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"sulfinpyrazone"	"Interactions en propre seulement"
"sulindac"	"anti-inflammatoires non stéroïdiens"
"sulindac"	"hyperkaliémiants"
"sulpiride"	"médicaments abaissant la pression artérielle"
"sulpiride"	"médicaments sédatifs"
"sulpiride"	"médicaments susceptibles de donner des torsades de pointes"
"sulpiride"	"neuroleptiques"
"sulpiride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sulpiride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sulprostone"	"Interactions en propre seulement"
"sultopride"	"médicaments abaissant la pression artérielle"
"sultopride"	"médicaments sédatifs"
"sultopride"	"médicaments susceptibles de donner des torsades de pointes"
"sultopride"	"neuroleptiques"
"sultopride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sultopride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sumatriptan"	"triptans"
"sumatriptan"	"triptans métabolisés par la MAO"
"sunitinib"	"inhibiteurs des tyrosine kinases"
"sunitinib"	"substrats à risque du CYP3A4"
"suxamethonium"	"curares"
"synephrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"tacrolimus"	"hyperkaliémiants"
"tacrolimus"	"immunosuppresseurs"
"tacrolimus"	"médicaments néphrotoxiques"
"tacrolimus"	"substrats à risque du CYP3A4"
"tadalafil"	"inhibiteurs de la phosphodiesterase de type 5 (sauf vardenafil)"
"tamoxifene"	"Interactions en propre seulement"
"tamsulosine"	"alphabloquants à visée urologique (sauf doxazosine)"
"tamsulosine"	"médicaments abaissant la pression artérielle"
"tegafur"	"cytotoxiques"
"tegafur"	"fluorouracile (et, par extrapolation, tegafur et capécitabine)"
"telbivudine"	"Interactions en propre seulement"
"telithromycine"	"inhibiteurs puissants du CYP3A4"
"telithromycine"	"macrolides (sauf spiramycine)"
"telmisartan"	"antagonistes des récepteurs de l'angiotensine II"
"telmisartan"	"antihypertenseurs"
"telmisartan"	"antihypertenseurs sauf alpha-bloquants"
"telmisartan"	"hyperkaliémiants"
"telmisartan"	"médicaments abaissant la pression artérielle"
"temazepam"	"benzodiazépines et apparentés"
"temazepam"	"hypnotiques"
"temazepam"	"médicaments sédatifs"
"temozolomide"	"cytotoxiques"
"tenecteplase"	"thrombolytiques"
"tenofovir disoproxil"	"médicaments néphrotoxiques"
"tenonitrozole"	"antabuse (réaction)"
"tenonitrozole"	"nitro-imidazolés"
"tenoxicam"	"anti-inflammatoires non stéroïdiens"
"tenoxicam"	"hyperkaliémiants"
"terazosine"	"alphabloquants à visée urologique (sauf doxazosine)"
"terazosine"	"médicaments abaissant la pression artérielle"
"terbinafine"	"Interactions en propre seulement"
"terbutaline"	"bêta-2 mimétiques"
"tertatolol"	"antihypertenseurs"
"tertatolol"	"antihypertenseurs sauf alpha-bloquants"
"tertatolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"tertatolol"	"bêta-bloquants (sauf esmolol)"
"tertatolol"	"bradycardisants"
"tertatolol"	"médicaments abaissant la pression artérielle"
"testosterone"	"androgènes"
"tetrabenazine"	"médicaments sédatifs"
"tetracosactide"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"tetracosactide"	"hypokaliémiants"
"tetracycline"	"cyclines"
"tetrazepam"	"benzodiazépines et apparentés"
"tetrazepam"	"médicaments sédatifs"
"tetryzoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"thalidomide"	"médicaments sédatifs"
"thenyldiamine"	"médicaments atropiniques"
"thenyldiamine"	"médicaments sédatifs"
"theophylline"	"médicaments à risque lors du sevrage tabagique"
"theophylline"	"théophylline (et, par extrapolation, aminophylline)"
"thiomersal"	"antiseptiques mercuriels"
"thiopental"	"barbituriques"
"thiopental"	"médicaments sédatifs"
"thioproperazine"	"médicaments abaissant la pression artérielle"
"thioproperazine"	"médicaments abaissant le seuil épileptogène"
"thioproperazine"	"médicaments atropiniques"
"thioproperazine"	"médicaments sédatifs"
"thioproperazine"	"neuroleptiques"
"thioproperazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"thioproperazine"	"neuroleptiques phénothiaziniques"
"thiotepa"	"cytotoxiques"
"thyroxines"	"hormones thyroïdiennes"
"tiabendazole"	"Interactions en propre seulement"
"tiagabine"	"anticonvulsivants métabolisés"
"tiapride"	"médicaments abaissant la pression artérielle"
"tiapride"	"médicaments sédatifs"
"tiapride"	"médicaments susceptibles de donner des torsades de pointes"
"tiapride"	"neuroleptiques"
"tiapride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"tiapride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"tibolone"	"Interactions en propre seulement"
"ticarcilline"	"pénicillines"
"ticarcilline"	"pénicillines A"
"ticlopidine"	"antiagrégants plaquettaires"
"tigecycline"	"cyclines"
"timolol"	"antihypertenseurs"
"timolol"	"antihypertenseurs sauf alpha-bloquants"
"timolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"timolol"	"bêta-bloquants (sauf esmolol)"
"timolol"	"bradycardisants"
"timolol"	"médicaments abaissant la pression artérielle"
"tinidazole"	"antabuse (réaction)"
"tinidazole"	"nitro-imidazolés"
"tinzaparine"	"héparines"
"tinzaparine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"tinzaparine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"tinzaparine"	"hyperkaliémiants"
"tioclomarol"	"anticoagulants oraux"
"tioguanine"	"cytotoxiques"
"tipranavir"	"inhibiteurs de protéase"
"tiratricol"	"hormones thyroïdiennes"
"tirofiban"	"antiagrégants plaquettaires"
"tobramycine"	"aminosides"
"tobramycine"	"médicaments néphrotoxiques"
"tolbutamide"	"antabuse (réaction)"
"tolbutamide"	"sulfamides hypoglycémiants"
"toloxatone"	"IMAO-A sélectifs"
"tolterodine"	"médicaments atropiniques"
"topiramate"	"anticonvulsivants métabolisés"
"topotecane"	"cytotoxiques"
"torasemide"	"antihypertenseurs"
"torasemide"	"antihypertenseurs sauf alpha-bloquants"
"torasemide"	"diurétiques"
"torasemide"	"diurétiques de l'anse"
"torasemide"	"diurétiques hypokaliémiants"
"torasemide"	"hypokaliémiants"
"torasemide"	"hyponatrémiants"
"torasemide"	"médicaments abaissant la pression artérielle"
"toremifene"	"médicaments susceptibles de donner des torsades de pointes"
"tramadol"	"analgésiques morphiniques agonistes"
"tramadol"	"analgésiques morphiniques de palier II"
"tramadol"	"médicaments abaissant le seuil épileptogène"
"tramadol"	"médicaments sédatifs"
"tramadol"	"morphiniques"
"trandolapril"	"antihypertenseurs"
"trandolapril"	"antihypertenseurs sauf alpha-bloquants"
"trandolapril"	"hyperkaliémiants"
"trandolapril"	"inhibiteurs de l'enzyme de conversion"
"trandolapril"	"médicaments abaissant la pression artérielle"
"triamcinolone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"triamcinolone"	"hypokaliémiants"
"triamterene"	"antihypertenseurs"
"triamterene"	"antihypertenseurs sauf alpha-bloquants"
"triamterene"	"diurétiques"
"triamterene"	"diurétiques épargneurs de potassium (seuls ou associés)"
"triamterene"	"hyperkaliémiants"
"triamterene"	"hyponatrémiants"
"triamterene"	"médicaments abaissant la pression artérielle"
"triazolam"	"benzodiazépines et apparentés"
"triazolam"	"hypnotiques"
"triazolam"	"médicaments sédatifs"
"triazolam"	"substrats à risque du CYP3A4"
"triclabendazole"	"Interactions en propre seulement"
"trifluoperazine"	"médicaments abaissant la pression artérielle"
"trifluoperazine"	"médicaments abaissant le seuil épileptogène"
"trifluoperazine"	"médicaments atropiniques"
"trifluoperazine"	"médicaments sédatifs"
"trifluoperazine"	"neuroleptiques"
"trifluoperazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"trifluoperazine"	"neuroleptiques phénothiaziniques"
"trifluperidol"	"médicaments abaissant la pression artérielle"
"trifluperidol"	"médicaments abaissant le seuil épileptogène"
"trifluperidol"	"médicaments sédatifs"
"trifluperidol"	"neuroleptiques"
"trifluperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"trihexyphenidyle"	"antiparkinsoniens anticholinergiques"
"trihexyphenidyle"	"médicaments atropiniques"
"trimazosine"	"antihypertenseurs"
"trimazosine"	"antihypertenseurs alpha-bloquants"
"trimazosine"	"médicaments abaissant la pression artérielle"
"trimethoprime"	"hyperkaliémiants"
"trimipramine"	"antidépresseurs imipraminiques"
"trimipramine"	"médicaments abaissant la pression artérielle"
"trimipramine"	"médicaments abaissant le seuil épileptogène"
"trimipramine"	"médicaments atropiniques"
"trimipramine"	"médicaments sédatifs"
"trinitrine"	"dérivés nitrés et apparentés"
"triprolidine"	"médicaments atropiniques"
"triprolidine"	"médicaments sédatifs"
"troleandomycine"	"macrolides (sauf spiramycine)"
"trometamol"	"alcalinisants urinaires"
"tropatepine"	"antiparkinsoniens anticholinergiques"
"tropatepine"	"médicaments atropiniques"
"tropicamide"	"médicaments atropiniques"
"trospium"	"médicaments atropiniques"
"tuaminoheptane"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"tymazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"urapidil"	"antihypertenseurs"
"urapidil"	"antihypertenseurs alpha-bloquants"
"urapidil"	"médicaments abaissant la pression artérielle"
"urokinase"	"thrombolytiques"
"valaciclovir"	"médicaments néphrotoxiques"
"valdecoxib"	"anti-inflammatoires non stéroïdiens"
"valdecoxib"	"hyperkaliémiants"
"valganciclovir"	"médicaments néphrotoxiques"
"valpromide"	"anticonvulsivants métabolisés"
"valpromide"	"valproïque (acide) et, par extrapolation, valpromide"
"valsartan"	"antagonistes des récepteurs de l'angiotensine II"
"valsartan"	"antihypertenseurs"
"valsartan"	"antihypertenseurs sauf alpha-bloquants"
"valsartan"	"hyperkaliémiants"
"valsartan"	"médicaments abaissant la pression artérielle"
"vancomycine"	"médicaments néphrotoxiques"
"vardenafil"	"Interactions en propre seulement"
"vecuronium"	"curares"
"vecuronium"	"curares non dépolarisants"
"venlafaxine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"verapamil"	"antagonistes des canaux calciques"
"verapamil"	"antiarythmiques"
"verapamil"	"antihypertenseurs"
"verapamil"	"antihypertenseurs sauf alpha-bloquants"
"verapamil"	"bradycardisants"
"verapamil"	"médicaments abaissant la pression artérielle"
"vidarabine"	"Interactions en propre seulement"
"viloxazine"	"médicaments atropiniques"
"vinblastine"	"cytotoxiques"
"vinblastine"	"substrats à risque du CYP3A4"
"vinblastine"	"vinca-alcaloïdes cytotoxiques"
"vincamine"	"autres médicaments susceptibles de donner des torsades de pointes"
"vincamine"	"médicaments susceptibles de donner des torsades de pointes"
"vincamine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"vincristine"	"cytotoxiques"
"vincristine"	"substrats à risque du CYP3A4"
"vincristine"	"vinca-alcaloïdes cytotoxiques"
"vindesine"	"cytotoxiques"
"vindesine"	"substrats à risque du CYP3A4"
"vindesine"	"vinca-alcaloïdes cytotoxiques"
"vinorelbine"	"cytotoxiques"
"vinorelbine"	"substrats à risque du CYP3A4"
"vinorelbine"	"vinca-alcaloïdes cytotoxiques"
"vinylbital"	"barbituriques"
"vinylbital"	"médicaments sédatifs"
"virus de la fievre jaune"	"vaccin antiamarile"
"virus de la fievre jaune"	"vaccins vivants atténués"
"virus de la varicelle"	"vaccins vivants atténués"
"virus de la varicelle"	"vaccins vivants atténués (sauf antiamarile)"
"virus des oreillons"	"vaccins vivants atténués"
"virus des oreillons"	"vaccins vivants atténués (sauf antiamarile)"
"virus rougeoleux"	"vaccins vivants atténués"
"virus rougeoleux"	"vaccins vivants atténués (sauf antiamarile)"
"virus rubeoleux"	"vaccins vivants atténués"
"virus rubeoleux"	"vaccins vivants atténués (sauf antiamarile)"
"voriconazole"	"antifongiques azolés"
"voriconazole"	"inhibiteurs puissants du CYP3A4"
"warfarine"	"anticoagulants oraux"
"xipamide"	"antihypertenseurs"
"xipamide"	"antihypertenseurs sauf alpha-bloquants"
"xipamide"	"diurétiques"
"xipamide"	"diurétiques hypokaliémiants"
"xipamide"	"diurétiques thiazidiques et apparentés"
"xipamide"	"hypokaliémiants"
"xipamide"	"hyponatrémiants"
"xipamide"	"médicaments abaissant la pression artérielle"
"yohimbine"	"Interactions en propre seulement"
"zalcitabine"	"Interactions en propre seulement"
"zidovudine"	"Interactions en propre seulement"
"zinc"	"Interactions en propre seulement"
"zofenopril"	"antihypertenseurs"
"zofenopril"	"antihypertenseurs sauf alpha-bloquants"
"zofenopril"	"hyperkaliémiants"
"zofenopril"	"inhibiteurs de l'enzyme de conversion"
"zofenopril"	"médicaments abaissant la pression artérielle"
"zolmitriptan"	"triptans"
"zolmitriptan"	"triptans métabolisés par la MAO"
"zolpidem"	"benzodiazépines et apparentés"
"zolpidem"	"hypnotiques"
"zolpidem"	"médicaments sédatifs"
"zonisamide"	"anticonvulsivants métabolisés"
"zopiclone"	"benzodiazépines et apparentés"
"zopiclone"	"hypnotiques"
"zopiclone"	"médicaments sédatifs"
"zuclopenthixol"	"médicaments abaissant la pression artérielle"
"zuclopenthixol"	"médicaments sédatifs"
"zuclopenthixol"	"médicaments susceptibles de donner des torsades de pointes"
"zuclopenthixol"	"neuroleptiques"
"zuclopenthixol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"zuclopenthixol"	"neuroleptiques susceptibles de donner des torsades de pointes"
