"molecule"	"famille"
"ritonavir"	"inhibiteurs de protéases boostés par ritonavir"
"ritonavir"	"inhibiteurs puissants du CYP3A4"
"rivaroxaban"	"anticoagulants oraux"
"rivastigmine"	"anticholinestérasiques"
"rivastigmine"	"bradycardisants"
"rizatriptan"	"triptans"
"rizatriptan"	"triptans métabolisés par la MAO"
"rocuronium"	"curares"
"rocuronium"	"curares non dépolarisants"
"rofecoxib"	"anti-inflammatoires non stéroïdiens"
"rofecoxib"	"hyperkaliémiants"
"ropinirole"	"antiparkinsoniens dopaminergiques"
"ropinirole"	"dopaminergiques"
"ropinirole"	"médicaments sédatifs"
"ropinirole"	"médicaments à risque lors du sevrage tabagique"
"rosiglitazone"	"antidiabétiques glitazones"
"rosuvastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"rotigotine"	"dopaminergiques, hors Parkinson"
"rotigotine"	"médicaments sédatifs"
"roxatidine"	"antisécrétoires antihistaminiques H2"
"roxithromycine"	"macrolides (sauf spiramycine)"
"rupatadine"	"médicaments sédatifs"
"salbutamol"	"bêta-2 mimétiques"
"salmeterol"	"Interactions en propre seulement"
"saquinavir"	"inhibiteurs de protéases boostés par ritonavir"
"saxagliptine"	"gliptines"
"scopolamine"	"médicaments atropiniques"
"secbutabarbital"	"barbituriques"
"secbutabarbital"	"médicaments sédatifs"
"secnidazole"	"antabuse (réaction)"
"selegiline"	"IMAO-B sélectifs"
"selegiline"	"antiparkinsoniens dopaminergiques"
"selegiline"	"dopaminergiques"
"selegiline"	"médicaments sédatifs"
"sene"	"hypokaliémiants"
"sene de khartoum"	"hypokaliémiants"
"sene de l'inde"	"hypokaliémiants"
"sertindole"	"médicaments abaissant la pression artérielle"
"sertindole"	"médicaments susceptibles de donner des torsades de pointes"
"sertindole"	"médicaments sédatifs"
"sertindole"	"neuroleptiques"
"sertindole"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sertindole"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sertraline"	"hyponatrémiants"
"sertraline"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"sertraline"	"médicaments abaissant le seuil épileptogène"
"sevelamer"	"Interactions en propre seulement"
"sevoflurane"	"anesthésiques volatils halogénés"
"sibutramine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"sildenafil"	"inhibiteurs de la phosphodiesterase de type 5"
"silicone"	"huiles minérales"
"silodosine"	"alphabloquants à visée urologique"
"simvastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"simvastatine"	"substrats à risque du CYP3A4"
"sirolimus"	"immunosuppresseurs"
"sirolimus"	"substrats à risque du CYP3A4"
"sitagliptine"	"gliptines"
"sodium (aurothiopropanolsulfonate de)"	"Interactions en propre seulement"
"sodium (bicarbonate de)"	"alcalinisants urinaires"
"sodium (chlorure de)"	"Interactions en propre seulement"
"sodium (citrate de)"	"citrates"
"sodium (citrate diacide de)"	"citrates"
"sodium (docusate de)"	"hypokaliémiants"
"sodium (nitroprussiate de)"	"Interactions en propre seulement"
"sodium (picosulfate de)"	"hypokaliémiants"
"sodium (ricinoleate de)"	"hypokaliémiants"
"solifenacine"	"médicaments atropiniques"
"sorafenib"	"inhibiteurs des tyrosine kinases"
"sorafenib"	"substrats à risque du CYP3A4"
"sorbitol"	"Interactions en propre seulement"
"sotalol"	"antiarythmiques"
"sotalol"	"antihypertenseurs"
"sotalol"	"antihypertenseurs sauf alpha-bloquants"
"sotalol"	"bradycardisants"
"sotalol"	"bêta-bloquants (sauf esmolol)"
"sotalol"	"médicaments abaissant la pression artérielle"
"sotalol"	"médicaments susceptibles de donner des torsades de pointes"
"sotalol"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"spectinomycine"	"médicaments néphrotoxiques"
"spiramycine"	"médicaments susceptibles de donner des torsades de pointes"
"spiramycine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"spirapril"	"antihypertenseurs"
"spirapril"	"antihypertenseurs sauf alpha-bloquants"
"spirapril"	"hyperkaliémiants"
"spirapril"	"inhibiteurs de l'enzyme de conversion"
"spirapril"	"médicaments abaissant la pression artérielle"
"spironolactone"	"antihypertenseurs"
"spironolactone"	"antihypertenseurs sauf alpha-bloquants"
"spironolactone"	"diurétiques"
"spironolactone"	"diurétiques épargneurs de potassium (seuls ou associés)"
"spironolactone"	"hyperkaliémiants"
"spironolactone"	"hyponatrémiants"
"spironolactone"	"médicaments abaissant la pression artérielle"
"stavudine"	"Interactions en propre seulement"
"stiripentol"	"Interactions en propre seulement"
"streptokinase"	"thrombolytiques"
"streptomycine"	"aminosides"
"streptomycine"	"médicaments néphrotoxiques"
"streptomycine"	"médicaments ototoxiques"
"streptozocine"	"cytotoxiques"
"streptozocine"	"médicaments néphrotoxiques"
"strontium"	"Interactions en propre seulement"
"succinylcholine"	"curares"
"sucralfate"	"Interactions en propre seulement"
"sufentanil"	"analgésiques morphiniques agonistes"
"sufentanil"	"analgésiques morphiniques de palier III"
"sufentanil"	"morphiniques"
"sufentanil"	"médicaments sédatifs"
"sufentanil"	"substrats à risque du CYP3A4"
"sulfacetamide"	"sulfamides antibactériens"
"sulfadiazine"	"sulfamides antibactériens"
"sulfadoxine"	"sulfamides antibactériens"
"sulfafurazol"	"sulfamides antibactériens"
"sulfaguanidine"	"sulfamides antibactériens"
"sulfamethizol"	"sulfamides antibactériens"
"sulfamethoxazole"	"sulfamides antibactériens"
"sulfamoxole"	"sulfamides antibactériens"
"sulfasalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"sulfinpyrazone"	"Interactions en propre seulement"
"sulindac"	"anti-inflammatoires non stéroïdiens"
"sulindac"	"hyperkaliémiants"
"sulpiride"	"médicaments abaissant la pression artérielle"
"sulpiride"	"médicaments susceptibles de donner des torsades de pointes"
"sulpiride"	"médicaments sédatifs"
"sulpiride"	"neuroleptiques"
"sulpiride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sulpiride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sulprostone"	"Interactions en propre seulement"
"sultopride"	"médicaments abaissant la pression artérielle"
"sultopride"	"médicaments susceptibles de donner des torsades de pointes"
"sultopride"	"médicaments sédatifs"
"sultopride"	"neuroleptiques"
"sultopride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"sultopride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"sumatriptan"	"triptans"
"sumatriptan"	"triptans métabolisés par la MAO"
"sunitinib"	"inhibiteurs des tyrosine kinases"
"sunitinib"	"substrats à risque du CYP3A4"
"suxamethonium"	"curares"
"synephrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"tacrolimus"	"hyperkaliémiants"
"tacrolimus"	"immunosuppresseurs"
"tacrolimus"	"médicaments néphrotoxiques"
"tacrolimus"	"substrats à risque du CYP3A4"
"tadalafil"	"inhibiteurs de la phosphodiesterase de type 5"
"tamoxifene"	"Interactions en propre seulement"
"tamsulosine"	"alphabloquants à visée urologique"
"tamsulosine"	"médicaments abaissant la pression artérielle"
"tapentadol"	"analgésiques morphiniques agonistes"
"tapentadol"	"analgésiques morphiniques de palier III"
"tapentadol"	"médicaments sédatifs"
"tegafur"	"cytotoxiques"
"tegafur"	"fluorouracile (et, par extrapolation, tegafur et capécitabine)"
"teicoplanine"	"médicaments néphrotoxiques"
"teicoplanine"	"médicaments ototoxiques"
"telaprevir"	"Interactions en propre seulement"
"telbivudine"	"Interactions en propre seulement"
"telithromycine"	"inhibiteurs puissants du CYP3A4"
"telithromycine"	"macrolides (sauf spiramycine)"
"telmisartan"	"antagonistes des récepteurs de l'angiotensine II"
"telmisartan"	"antihypertenseurs"
"telmisartan"	"antihypertenseurs sauf alpha-bloquants"
"telmisartan"	"hyperkaliémiants"
"telmisartan"	"médicaments abaissant la pression artérielle"
"temazepam"	"benzodiazépines et apparentés"
"temazepam"	"hypnotiques"
"temazepam"	"médicaments sédatifs"
"temozolomide"	"cytotoxiques"
"tenecteplase"	"thrombolytiques"
"tenofovir disoproxil"	"médicaments néphrotoxiques"
"tenonitrozole"	"antabuse (réaction)"
"tenoxicam"	"anti-inflammatoires non stéroïdiens"
"tenoxicam"	"hyperkaliémiants"
"terazosine"	"alphabloquants à visée urologique"
"terazosine"	"médicaments abaissant la pression artérielle"
"terbinafine"	"Interactions en propre seulement"
"terbutaline"	"bêta-2 mimétiques"
"terpineol"	"médicaments abaissant le seuil épileptogène"
"terpinol"	"médicaments abaissant le seuil épileptogène"
"tertatolol"	"antihypertenseurs"
"tertatolol"	"antihypertenseurs sauf alpha-bloquants"
"tertatolol"	"bradycardisants"
"tertatolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"tertatolol"	"bêta-bloquants (sauf esmolol)"
"tertatolol"	"médicaments abaissant la pression artérielle"
"testosterone"	"androgènes"
"tetrabenazine"	"médicaments sédatifs"
"tetracosactide"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"tetracosactide"	"hypokaliémiants"
"tetracycline"	"cyclines"
"tetrazepam"	"benzodiazépines et apparentés"
"tetrazepam"	"médicaments sédatifs"
"tetryzoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"thalidomide"	"bradycardisants"
"thalidomide"	"médicaments sédatifs"
"thenyldiamine"	"médicaments atropiniques"
"thenyldiamine"	"médicaments sédatifs"
"theodrenaline"	"sympathomimétiques indirects"
"theophylline"	"médicaments à risque lors du sevrage tabagique"
"theophylline"	"théophylline (et, par extrapolation, aminophylline)"
"thiomersal"	"antiseptiques mercuriels"
"thiopental"	"barbituriques"
"thiopental"	"médicaments sédatifs"
"thioproperazine"	"médicaments abaissant la pression artérielle"
"thioproperazine"	"médicaments abaissant le seuil épileptogène"
"thioproperazine"	"médicaments atropiniques"
"thioproperazine"	"médicaments sédatifs"
"thioproperazine"	"neuroleptiques"
"thioproperazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"thiotepa"	"cytotoxiques"
"thymol"	"médicaments abaissant le seuil épileptogène"
"thyroxines"	"hormones thyroïdiennes"
"tiabendazole"	"Interactions en propre seulement"
"tiagabine"	"anticonvulsivants métabolisés"
"tiapride"	"médicaments abaissant la pression artérielle"
"tiapride"	"médicaments susceptibles de donner des torsades de pointes"
"tiapride"	"médicaments sédatifs"
"tiapride"	"neuroleptiques"
"tiapride"	"neuroleptiques antipsychotiques (sauf clozapine)"
"tiapride"	"neuroleptiques susceptibles de donner des torsades de pointes"
"tibolone"	"Interactions en propre seulement"
"ticagrelor"	"antiagrégants plaquettaires"
"ticarcilline"	"pénicillines"
"ticarcilline"	"pénicillines A"
"ticlopidine"	"antiagrégants plaquettaires"
"tigecycline"	"cyclines"
"timolol"	"antihypertenseurs"
"timolol"	"antihypertenseurs sauf alpha-bloquants"
"timolol"	"bradycardisants"
"timolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"timolol"	"bêta-bloquants (sauf esmolol)"
"timolol"	"médicaments abaissant la pression artérielle"
"tinidazole"	"antabuse (réaction)"
"tinzaparine"	"hyperkaliémiants"
"tinzaparine"	"héparines"
"tinzaparine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"tinzaparine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"tioclomarol"	"anticoagulants oraux"
"tioguanine"	"cytotoxiques"
"tipranavir"	"inhibiteurs de protéases boostés par ritonavir"
"tiratricol"	"hormones thyroïdiennes"
"tirofiban"	"antiagrégants plaquettaires"
"tobramycine"	"aminosides"
"tobramycine"	"médicaments néphrotoxiques"
"tobramycine"	"médicaments ototoxiques"
"tolbutamide"	"antabuse (réaction)"
"tolbutamide"	"sulfamides hypoglycémiants"
"toloxatone"	"IMAO-A sélectifs, y compris linezolide et bleu de méthylène"
"tolterodine"	"médicaments atropiniques"
"topiramate"	"anticonvulsivants métabolisés"
"topotecane"	"cytotoxiques"
"torasemide"	"antihypertenseurs"
"torasemide"	"antihypertenseurs sauf alpha-bloquants"
"torasemide"	"diurétiques"
"torasemide"	"diurétiques de l'anse"
"torasemide"	"diurétiques hypokaliémiants"
"torasemide"	"hypokaliémiants"
"torasemide"	"hyponatrémiants"
"torasemide"	"médicaments abaissant la pression artérielle"
"torasemide"	"médicaments ototoxiques"
"toremifene"	"médicaments susceptibles de donner des torsades de pointes"
"toremifene"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"tramadol"	"analgésiques morphiniques agonistes"
"tramadol"	"analgésiques morphiniques de palier II"
"tramadol"	"morphiniques"
"tramadol"	"médicaments abaissant le seuil épileptogène"
"tramadol"	"médicaments sédatifs"
"trandolapril"	"antihypertenseurs"
"trandolapril"	"antihypertenseurs sauf alpha-bloquants"
"trandolapril"	"hyperkaliémiants"
"trandolapril"	"inhibiteurs de l'enzyme de conversion"
"trandolapril"	"médicaments abaissant la pression artérielle"
"triamcinolone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"triamcinolone"	"hypokaliémiants"
"triamterene"	"antihypertenseurs"
"triamterene"	"antihypertenseurs sauf alpha-bloquants"
"triamterene"	"diurétiques"
"triamterene"	"diurétiques épargneurs de potassium (seuls ou associés)"
"triamterene"	"hyperkaliémiants"
"triamterene"	"hyponatrémiants"
"triamterene"	"médicaments abaissant la pression artérielle"
"triazolam"	"benzodiazépines et apparentés"
"triazolam"	"hypnotiques"
"triazolam"	"médicaments sédatifs"
"triazolam"	"substrats à risque du CYP3A4"
"triclabendazole"	"Interactions en propre seulement"
"trifluoperazine"	"médicaments abaissant la pression artérielle"
"trifluoperazine"	"médicaments abaissant le seuil épileptogène"
"trifluoperazine"	"médicaments atropiniques"
"trifluoperazine"	"médicaments sédatifs"
"trifluoperazine"	"neuroleptiques"
"trifluoperazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"trifluperidol"	"médicaments abaissant la pression artérielle"
"trifluperidol"	"médicaments abaissant le seuil épileptogène"
"trifluperidol"	"médicaments sédatifs"
"trifluperidol"	"neuroleptiques"
"trifluperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"trihexyphenidyle"	"antiparkinsoniens anticholinergiques"
"trihexyphenidyle"	"médicaments atropiniques"
"trimazosine"	"antihypertenseurs"
"trimazosine"	"antihypertenseurs alpha-bloquants"
"trimazosine"	"médicaments abaissant la pression artérielle"
"trimethoprime"	"hyperkaliémiants"
"trimipramine"	"antidépresseurs imipraminiques"
"trimipramine"	"médicaments abaissant la pression artérielle"
"trimipramine"	"médicaments abaissant le seuil épileptogène"
"trimipramine"	"médicaments atropiniques"
"trimipramine"	"médicaments sédatifs"
"trinitrine"	"dérivés nitrés et apparentés"
"triprolidine"	"médicaments atropiniques"
"triprolidine"	"médicaments sédatifs"
"trometamol"	"alcalinisants urinaires"
"tropatepine"	"antiparkinsoniens anticholinergiques"
"tropatepine"	"médicaments atropiniques"
"tropicamide"	"médicaments atropiniques"
"trospium"	"médicaments atropiniques"
"tuaminoheptane"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"tymazoline"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"ulipristal"	"Interactions en propre seulement"
"urapidil"	"antihypertenseurs"
"urapidil"	"antihypertenseurs alpha-bloquants"
"urapidil"	"médicaments abaissant la pression artérielle"
"urokinase"	"thrombolytiques"
"valaciclovir"	"médicaments néphrotoxiques"
"valdecoxib"	"anti-inflammatoires non stéroïdiens"
"valdecoxib"	"hyperkaliémiants"
"valganciclovir"	"médicaments néphrotoxiques"
"valpromide"	"anticonvulsivants métabolisés"
"valpromide"	"valproïque (acide) et, par extrapolation, valpromide"
"valsartan"	"antagonistes des récepteurs de l'angiotensine II"
"valsartan"	"antihypertenseurs"
"valsartan"	"antihypertenseurs sauf alpha-bloquants"
"valsartan"	"hyperkaliémiants"
"valsartan"	"médicaments abaissant la pression artérielle"
"vancomycine"	"médicaments néphrotoxiques"
"vancomycine"	"médicaments ototoxiques"
"vandétanib"	"médicaments susceptibles de donner des torsades de pointes"
"vardenafil"	"inhibiteurs de la phosphodiesterase de type 5"
"vecuronium"	"curares"
"vecuronium"	"curares non dépolarisants"
"vémurafénib"	"Interactions en propre seulement"
"venlafaxine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"verapamil"	"antagonistes des canaux calciques"
"verapamil"	"antiarythmiques"
"verapamil"	"antihypertenseurs"
"verapamil"	"antihypertenseurs sauf alpha-bloquants"
"verapamil"	"bradycardisants"
"verapamil"	"médicaments abaissant la pression artérielle"
"vidarabine"	"Interactions en propre seulement"
"vildagliptine"	"gliptines"
"vinblastine"	"cytotoxiques"
"vinblastine"	"vinca-alcaloïdes cytotoxiques"
"vincamine"	"médicaments susceptibles de donner des torsades de pointes"
"vincamine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"vincristine"	"cytotoxiques"
"vincristine"	"vinca-alcaloïdes cytotoxiques"
"vindesine"	"cytotoxiques"
"vindesine"	"vinca-alcaloïdes cytotoxiques"
"vinflunine"	"vinca-alcaloïdes cytotoxiques"
"vinorelbine"	"cytotoxiques"
"vinorelbine"	"vinca-alcaloïdes cytotoxiques"
"vinylbital"	"barbituriques"
"vinylbital"	"médicaments sédatifs"
"virus de la fievre jaune"	"vaccin antiamarile"
"virus de la fievre jaune"	"vaccins vivants atténués"
"virus de la varicelle"	"vaccins vivants atténués"
"virus de la varicelle"	"vaccins vivants atténués (sauf antiamarile)"
"virus des oreillons"	"vaccins vivants atténués"
"virus des oreillons"	"vaccins vivants atténués (sauf antiamarile)"
"virus rougeoleux"	"vaccins vivants atténués"
"virus rougeoleux"	"vaccins vivants atténués (sauf antiamarile)"
"virus rubeoleux"	"vaccins vivants atténués"
"virus rubeoleux"	"vaccins vivants atténués (sauf antiamarile)"
"vitamine a"	"Interactions en propre seulement"
"voriconazole"	"antifongiques azolés"
"voriconazole"	"inhibiteurs puissants du CYP3A4"
"warfarine"	"anticoagulants oraux"
"warfarine"	"antivitamines K"
"xipamide"	"antihypertenseurs"
"xipamide"	"antihypertenseurs sauf alpha-bloquants"
"xipamide"	"diurétiques"
"xipamide"	"diurétiques hypokaliémiants"
"xipamide"	"diurétiques thiazidiques et apparentés"
"xipamide"	"hypokaliémiants"
"xipamide"	"hyponatrémiants"
"xipamide"	"médicaments abaissant la pression artérielle"
"yohimbine"	"Interactions en propre seulement"
"zalcitabine"	"Interactions en propre seulement"
"zidovudine"	"Interactions en propre seulement"
"zinc"	"Interactions en propre seulement"
"zofenopril"	"antihypertenseurs"
"zofenopril"	"antihypertenseurs sauf alpha-bloquants"
"zofenopril"	"hyperkaliémiants"
"zofenopril"	"inhibiteurs de l'enzyme de conversion"
"zofenopril"	"médicaments abaissant la pression artérielle"
"zolmitriptan"	"triptans"
"zolmitriptan"	"triptans métabolisés par la MAO"
"zolpidem"	"benzodiazépines et apparentés"
"zolpidem"	"hypnotiques"
"zolpidem"	"médicaments sédatifs"
"zonisamide"	"anticonvulsivants métabolisés"
"zopiclone"	"benzodiazépines et apparentés"
"zopiclone"	"hypnotiques"
"zopiclone"	"médicaments sédatifs"
"zuclopenthixol"	"médicaments abaissant la pression artérielle"
"zuclopenthixol"	"médicaments susceptibles de donner des torsades de pointes"
"zuclopenthixol"	"médicaments sédatifs"
"zuclopenthixol"	"neuroleptiques"
"zuclopenthixol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"zuclopenthixol"	"neuroleptiques susceptibles de donner des torsades de pointes"
