"entree";"interaction";"page";"CI";"AD";"PE";"PC"
"RIFAMPICINE";"EXEMESTANE";191;;;;"A prendre en compte Risque de diminution de l'efficacite de l'exemestane par augmentation de son metabolisme hepatique par l'inducteur enzymatique."
"RIFAMPICINE";"FENTANYL";191;;"Association DECONSEILLEE Preferer un autre morphinique. Diminution des concentrations plasmatiques de fentanyl par augmentation de son metabolisme hepatique par la rifampicine.";;
"RIFAMPICINE";"FLUCONAZOLE";191;;"Association DECONSEILLEE Diminution des concentrations plasmatiques et de l'efficacite des deux anti-infectieux (induction enzymatique par la rifampicine et diminution de l'absorption intestinale par l'azole antifongique).";;
"RIFAMPICINE";"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";191;;;"Precaution d'emploi Surveillance clinique et biologique ; adaptation de la posologie des corticoides pendant le traitement par la rifampicine et apres son arret. Diminution des concentrations plasmatiques et de l'efficacite des corticoides par augmentation de leur metabolisme hepatique par la rifampicine ; les consequences sont particulierement importantes chez les addisoniens traites par l'hydrocortisone et en cas de transplantation.";
"RIFAMPICINE";"HALOPERIDOL";191;;;"Precaution d'emploi Surveillance clinique et, si besoin, adaptation posologique pendant le traitement par la rifampicine et apres son arret. Risque de diminution des concentrations plasmatiques de l'haloperidol et de son efficacite therapeutique, par augmentation de son metabolisme hepatique par la rifampicine.";
"RIFAMPICINE";"HORMONES THYROIDIENNES";191;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie des hormones thyroidiennes pendant le traitement par la rifampicine et apres son arret. Risque d'hypothyroidie clinique chez les patients hypothyroidiens, par augmentation du metabolisme de la T3 et de la T4.";
"RIFAMPICINE";"IDELALISIB";191;;"Association DECONSEILLEE Diminution des concentrations plasmatiques d'idelalisib par augmentation de son metabolisme hepatique par l'inducteur.";;
"RIFAMPICINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";191;"CONTRE-INDICATION Dans l'attente de donnees complementaires avec les inhibiteurs de proteases \"boostes\". Diminution tres importante des concentrations plasmatiques de l'inhibiteur de proteases, par augmentation de son metabolisme hepatique par la rifampicine. Pour l'association (saquinavir + ritonavir) : risque de toxicite hepatocellulaire severe.";;;
"RIFAMPICINE";"INHIBITEURS DES TYROSINE KINASES METABOLISES";191;;"Association DECONSEILLEE Diminution des concentrations plasmatiques et de l'efficacite de l'inhibiteur de tyrosine kinase, par augmentation de son metabolisme par l'inducteur.";;
"RIFAMPICINE";"ISONIAZIDE";191;;;"Precaution d'emploi Surveillance clinique et biologique de cette association classique. En cas d'hepatite, arreter l'isoniazide. Augmentation de l'hepatotoxicite de l'isoniazide (augmentation de la formation de metabolites toxiques de l'isoniazide).";
"RIFAMPICINE";"IVABRADINE";191;;;"Precaution d'emploi Surveillance clinique et adaptation de la posologie de l'ivabradine pendant l'association et apres l'arret de la rifampicine. Risque de diminution de l'efficacite de l'ivabradine, par augmentation de son metabolisme par la rifampicine.";
"RIFAMPICINE";"KETOCONAZOLE";192;;"Association DECONSEILLEE Diminution des concentrations plasmatiques et de l'efficacite des deux anti-infectieux (induction enzymatique par la rifampicine et diminution de l'absorption intestinale par l'azole antifongique).";;
"RIFAMPICINE";"LEDIPASVIR";192;"CONTRE-INDICATION Diminution importante des concentrations plasmatiques du ledipasvir par augmentation de son metabolisme hepatique par la rifampicine.";;;
"RIFAMPICINE";"LINEZOLIDE";192;;;"Precaution d'emploi Surveillance clinique et augmentation eventuelle de la posologie du linezolide pendant le traitement par la rifampicine. Risque de diminution de l'efficacite du linezolide par augmentation de son metabolisme hepatique par la rifampicine.";
"RIFAMPICINE";"METOPROLOL";192;;;;"A prendre en compte Diminution des concentrations plasmatiques et de l'efficacite du beta-bloquant (augmentation de son metabolisme hepatique)."
"RIFAMPICINE";"METRONIDAZOLE";192;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de metronidazole pendant le traitement par la rifampicine et apres son Diminution des concentrations plasmatiques du metronidazole par augmentation de son metabolisme hepatique par la rifampicine.";
"RIFAMPICINE";"MIDAZOLAM";192;;"Association DECONSEILLEE Risque d'absence d'effet du midazolam, avec diminution tres importante de ses concentrations plasmatiques, par augmentation de son metabolisme hepatique.";;
"RIFAMPICINE";"MINERALOCORTICOIDES";192;;;"Precaution d'emploi Surveillance clinique et biologique ; adaptation de la posologie des corticoides pendant le traitement par la rifampicine et apres son arret. Diminution des concentrations plasmatiques et de l'efficacite des corticoides par augmentation de leur metabolisme hepatique par la rifampicine ; les consequences sont particulierement importantes chez les addisoniens traites par l'hydrocortisone et en cas de transplantation.";
"RIFAMPICINE";"MONTELUKAST";192;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de l'antiasthmatique pendant le traitement par la rifampicine et apres son arret. Risque de baisse de l'efficacite du montelukast par augmentation de son metabolisme hepatique par la rifampicine.";
"RIFAMPICINE";"MORPHINE";192;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de la morphine pendant le traitement par la rifampicine et apres son arret. Diminution des concentrations plasmatiques et de l'efficacite de la morphine et de son metabolite actif.";
"RIFAMPICINE";"NEVIRAPINE";192;;"Association DECONSEILLEE Diminution des concentrations plasmatiques de la nevirapine par augmentation de son metabolisme hepatique par la rifampicine.";;
"RIFAMPICINE";"NIMODIPINE";192;;"Association DECONSEILLEE Surveillance clinique et adaptation eventuelle de la posologie de l'antagoniste du calcium pendant le traitement par la rifampicine et apres son arret. Diminution des concentrations plasmatiques de l'antagoniste du calcium par augmentation de son metabolisme hepatique.";;
"RIFAMPICINE";"PERAMPANEL";192;;;;"A prendre en compte Diminution importante (jusqu'aux deux-tiers) des concentrations de perampanel."
"RIFAMPICINE";"POSACONAZOLE";192;;"Association DECONSEILLEE Diminution des concentrations plasmatiques et de l'efficacite des deux anti-infectieux (induction enzymatique par la rifampicine et diminution de l'absorption intestinale par l'azole antifongique).";;
"RIFAMPICINE";"PRAZIQUANTEL";192;"CONTRE-INDICATION Diminution tres importante des concentrations plasmatiques du praziquantel, avec risque d'echec du traitement, par augmentation du metabolisme hepatique du praziquantel par la rifampicine.";;;
"RIFAMPICINE";"PROPAFENONE";193;;;"Precaution d'emploi Surveillance clinique et ECG. S'il y a lieu, adaptation de la posologie de la propafenone pendant l'association et apres l'arret de la rifampicine. Diminution des concentrations plasmatiques de la propafenone, par augmentation de son metabolisme hepatique par la rifampicine.";
"RIFAMPICINE";"PROPRANOLOL";193;;;;"A prendre en compte Diminution des concentrations plasmatiques et de l'efficacite du beta-bloquant (augmentation de son metabolisme hepatique)."
"RIFAMPICINE";"QUETIAPINE";193;;"Association DECONSEILLEE Diminution tres importante des concentrations plasmatiques de quetiapine par augmentation de son metabolisme hepatique par l'inducteur, avec risque d'inefficacite.";;
"RIFAMPICINE";"QUININE";193;;"Association DECONSEILLEE Risque de perte de l'efficacite de la quinine par augmentation de son metabolisme hepatique par l'inducteur.";;
"RIFAMPICINE";"RALTEGRAVIR";193;;"Association DECONSEILLEE Si l'association ne peut etre evitee, un doublement de la dose de raltegravir peut etre envisage. Diminution des concentrations du raltegravir par la rifampicine.";;
"RIFAMPICINE";"RANOLAZINE";193;;"Association DECONSEILLEE Diminution tres importante des concentrations de ranolazine.";;
"RIFAMPICINE";"RIVAROXABAN";193;;"Association DECONSEILLEE Diminution des concentrations plasmatiques de rivaroxaban, avec risque de diminution de l'effet therapeutique.";;
"RIFAMPICINE";"SIMVASTATINE";193;;"Association DECONSEILLEE Diminution tres importante des concentrations plasmatiques de simvastatine, par augmentation de son metabolisme hepatique par la rifampicine.";;
"RIFAMPICINE";"TELAPREVIR";193;"CONTRE-INDICATION Diminution tres importante des concentrations de telaprevir.";;;
"RIFAMPICINE";"TELITHROMYCINE";193;;"Association DECONSEILLEE Diminution tres importante des concentrations plasmatiques de la telithromycine, avec risque d'echec du traitement anti-infectieux, par augmentation du metabolisme hepatique de la telithromycine par la rifampicine.";;
"RIFAMPICINE";"TERBINAFINE";193;;;"Precaution d'emploi Surveillance clinique. Si besoin, adaptation de la posologie de la terbinafine pendant le traitement par la rifampicine. Diminution des concentrations plasmatiques et de l'efficacite de la terbinafine, par augmentation de son metabolisme hepatique par la rifampicine.";
"RIFAMPICINE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";193;;;"Precaution d'emploi Surveillance clinique et, si besoin, de la theophyllinemie. Adapter, s'il y a lieu, la posologie de la theophylline pendant le traitement par la rifampicine et apres son arret. Diminution des concentrations plasmatiques et de l'efficacite de la theophylline (augmentation de son metabolisme par induction enzymatique).";
"RIFAMPICINE";"TIAGABINE";193;;;"Precaution d'emploi Une augmentation de la posologie de la tiagabine peut s'averer necessaire en cas d'association a la rifampicine. Diminution des concentrations plasmatiques de la tiagabine par augmentation de son metabolisme hepatique.";
"RIFAMPICINE";"TICAGRELOR";193;;"Association DECONSEILLEE Diminution importante des concentrations plasmatiques de ticagrelor par augmentation de son metabolisme hepatique par la rifampicine, avec risque de diminution de l'effet therapeutique.";;
"RIFAMPICINE";"ULIPRISTAL";194;;"Association DECONSEILLEE Preferer une alternative therapeutique peu ou pas metabolisee. Risque de diminution de l'effet de l'ulipristal, par augmentation de son metabolisme hepatique par l'inducteur.";;
"RIFAMPICINE";"VALPROIQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE";194;;;"Precaution d'emploi Surveillance clinique et biologique, et adaptation eventuelle de la posologie de l'anticonvulsivant pendant le traitement par la rifampicine et apres son arret. Risque de survenue de crises convulsives, par augmentation du metabolisme hepatique du valproate par la rifampicine.";
"RIFAMPICINE";"VORICONAZOLE";194;"CONTRE-INDICATION Diminution importante des concentrations plasmatiques du voriconazole avec risque de perte d'efficacite, par augmentation de son metabolisme hepatique par la rifampicine.";;;
"RIFAMPICINE";"ZOLPIDEM";194;;;"Precaution d'emploi Surveillance clinique. Utiliser eventuellement un autre hypnotique. Diminution des concentrations plasmatiques et de l'efficacite du zolpidem par augmentation de son metabolisme hepatique par la rifampicine.";
"RIFAMPICINE";"ZOPICLONE";194;;;"Precaution d'emploi Surveillance clinique. Utiliser eventuellement un autre hypnotique. Diminution des concentrations plasmatiques et de l'efficacite de la zopiclone par augmentation de son metabolisme hepatique par la rifampicine.";
"RILPIVIRINE";"ANTISECRETOIRES INHIBITEURS DE LA POMPE A PROTONS";194;"CONTRE-INDICATION Diminution des concentrations plasmatiques de rilpivirine par l'inhibiteur de la pompe a protons (absorption diminuee en raison de l'augmentation du pH gastrique).";;;
"RILPIVIRINE";"DEXAMETHASONE";194;"CONTRE-INDICATION A l'exception de la dexamethasone administree en dose unique. Avec la dexamethasone a usage systemique, risque de diminution des concentrations plasmatiques de rilpivirine par augmentation de son metabolisme hepatique par la dexamethasone.";;;
"RILPIVIRINE";"INDUCTEURS ENZYMATIQUES";194;"CONTRE-INDICATION Diminution significative des concentrations plasmatiques de rilpivirine par augmentation de son metabolisme hepatique par l'inducteur.";;;
"RILPIVIRINE";"MILLEPERTUIS";194;"CONTRE-INDICATION Risque de diminution des concentrations plasmatiques de rilpivirine par augmentation de son metabolisme hepatique par le millepertuis.";;;
"RIOCIGUAT";"DERIVES NITRES ET APPARENTES";194;"CONTRE-INDICATION Risque d'hypotension importante (effet synergique).";;;
"RIOCIGUAT";"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5";194;"CONTRE-INDICATION Risque d'hypotension importante (effet synergique).";;;
"RIOCIGUAT";"INHIBITEURS PUISSANTS DU CYP3A4";194;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques de riociguat par diminution de son metabolisme hepatique par l'inhibiteur.";;
"RISPERIDONE";"CARBAMAZEPINE";194;;;"Precaution d'emploi Surveillance clinique, et si besoin, adaptation posologique de la risperidone. Risque de diminution de la fraction active de la risperidone et de son efficacite therapeutique par augmentation de son metabolisme hepatique par la carbamazepine.";
"RISPERIDONE";"FLUOXETINE";195;;;"Precaution d'emploi Surveillance clinique et, si besoin, adaptation posologique de la risperidone. Augmentation de la fraction active de la risperidone par diminution de son metabolisme hepatique par la fluoxetine, avec risque de majoration des effets indesirables.";
"RISPERIDONE";"PAROXETINE";195;;;"Precaution d'emploi Surveillance clinique et, si besoin, adaptation posologique de la risperidone. Augmentation de la fraction active de la risperidone par diminution de son metabolisme hepatique par la paroxetine, avec risque de majoration des effets indesirables.";
"RITONAVIR";"MARAVIROC";195;;"Association DECONSEILLEE En cas de co-administration avec le fosamprenavir, diminution significative des concentrations de ritonavir pouvant conduire a une perte de la reponse virologique.";;
"RIVAROXABAN";"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES";195;;"Association DECONSEILLEE Diminution des concentrations plasmatiques de rivaroxaban, avec risque de diminution de l'effet therapeutique.";;
"RIVAROXABAN";"INHIBITEURS PUISSANTS DU CYP3A4";195;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques de rivaroxaban, avec majoration du risque de saignement.";;
"RIVAROXABAN";"RIFAMPICINE";195;;"Association DECONSEILLEE Diminution des concentrations plasmatiques de rivaroxaban, avec risque de diminution de l'effet therapeutique.";;
"ROPINIROLE";"ANTIVITAMINES K";195;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par ropinirole et apres son arret. Augmentation du risque hemorragique.";
"ROPINIROLE";"CIPROFLOXACINE";195;;;"Precaution d'emploi Surveillance clinique et reduction eventuelle de la posologie du ropinirole pendant le traitement par la ciprofloxacine et apres son arret. Augmentation des concentrations de ropinirole avec risque de surdosage, par diminution de son metabolisme hepatique par la ciprofloxacine.";
"ROPINIROLE";"ENOXACINE";195;;;"Precaution d'emploi Surveillance clinique et reduction de la posologie du ropinirole pendant le traitement par l'enoxacine et apres son arret. Augmentation des concentrations plasmatiques de ropinirole avec signes de surdosage par diminution de son metabolisme hepatique.";
"ROPINIROLE";"FLUVOXAMINE";195;;;"Precaution d'emploi Surveillance clinique et reduction de la posologie du ropinirole pendant le traitement par fluvoxamine et apres son arret. Augmentation des concentrations de ropinirole, avec risque de surdosage, par diminution de son metabolisme hepatique par la fluvoxamine.";
"ROSUVASTATINE";"CICLOSPORINE";195;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse, ou de nephrotoxicite, par diminution du metabolisme de la rosuvastatine.";;;
"ROSUVASTATINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";195;;;"Precaution d'emploi Surveillance clinique et biologique. Augmentation des concentrations plasmatiques de la rosuvastatine par augmentation de son absorption.";
"ROXITHROMYCINE";"ATORVASTATINE";196;;;"Precaution d'emploi Utiliser des doses plus faibles d'hypocholesterolemiant. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse.";
"ROXITHROMYCINE";"CICLOSPORINE";196;;;"Precaution d'emploi Dosage des concentrations sanguines de la ciclosporine, controle de la fonction renale et adaptation de la posologie pendant l'association et apres l'arret du macrolide. Risque d'augmentation des concentrations sanguines de ciclosporine et de la creatininemie.";
"ROXITHROMYCINE";"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";196;;;"Precaution d'emploi Surveillance clinique et electrocardiographique pendant l'association. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";
"ROXITHROMYCINE";"MIDAZOLAM";196;;;;"A prendre en compte Majoration legere de la sedation."
"ROXITHROMYCINE";"SIMVASTATINE";196;;;"Precaution d'emploi Utiliser des doses plus faibles d'hypocholesterolemiant. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse.";
"ROXITHROMYCINE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";196;;;;"A prendre en compte Risque d'augmentation de la theophyllinemie, particulierement chez l'enfant."
"RUFINAMIDE";"ESTROPROGESTATIFS CONTRACEPTIFS";196;;;"Precaution d'emploi Utiliser de preference une autre methode contraceptive, en particulier de type mecanique. Diminution moderee des concentrations d'ethinylestradiol.";
"RUFINAMIDE";"VALPROIQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE";196;;;"Precaution d'emploi Chez l'enfant de moins de 30 kg : ne pas depasser la dose totale de 600 mg/j apres la periode de titration. Possible augmentation des concentrations de rufinamide, notamment chez l'enfant de moins de 30 kg.";
"SALMETEROL";"ITRACONAZOLE";196;;;;"A prendre en compte Augmentation importante des concentrations de salmeterol par diminution de son metabolisme hepatique par l'itraconazole."
"SALMETEROL";"KETOCONAZOLE";196;;;;"A prendre en compte Augmentation importante des concentrations de salmeterol par diminution de son metabolisme hepatique par le ketoconazole."
"SERTRALINE";"JUS DE PAMPLEMOUSSE";196;;"Association DECONSEILLEE Augmentation parfois importante des concentrations de l'antidepresseur chez certains patients par diminution de son metabolisme intestinal.";;
"SERTRALINE";"INDUCTEURS ENZYMATIQUES";196;;"Association DECONSEILLEE Risque d'inefficacite du traitement antidepresseur.";;
"SERTRALINE";"PIMOZIDE";197;"CONTRE-INDICATION Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;
"SILDENAFIL";"JOSAMYCINE";197;;;"Precaution d'emploi Debuter le traitement par sildenafil a la dose minimale en cas d'association avec la josamycine. Augmentation des concentrations plasmatiques de sildenafil, avec risque d'hypotension.";
"SILDENAFIL";"OMBITASVIR + PARITAPREVIR";197;"CONTRE-INDICATION Augmentation des concentrations plasmatiques du sildenafil par diminution de son metabolisme hepatique par la bitherapie.";;;
"SIMEPREVIR";"DEXAMETHASONE";197;;"Association DECONSEILLEE A l'exception de la dexamethasone administree en dose unique. Avec la dexamethasone a usage systemique, risque de diminution des concentrations plasmatiques de simeprevir par augmentation de son metabolisme hepatique par la dexamethasone.";;
"SIMEPREVIR";"INDUCTEURS ENZYMATIQUES";197;;"Association DECONSEILLEE Diminution des concentrations plasmatiques de simeprevir par augmentation de son metabolisme hepatique par l'inducteur";;
"SIMEPREVIR";"INHIBITEURS PUISSANTS DU CYP3A4";197;;"Association DECONSEILLEE Risque d'augmentation des concentrations plasmatiques de simeprevir par diminution de son metabolisme hepatique par l'inhibiteur.";;
"SIMEPREVIR";"MILLEPERTUIS";197;;"Association DECONSEILLEE Risque de diminution des concentrations plasmatiques de simeprevir par augmentation de son metabolisme hepatique par le millepertuis.";;
"SIMVASTATINE";"JUS DE PAMPLEMOUSSE";197;;"Association DECONSEILLEE Augmentation considerable des concentrations plasmatiques de l'hypolipemiant, avec risque de survenue d'effets indesirables, notamment musculaires.";;
"SIMVASTATINE";"AMIODARONE";197;;;"Precaution d'emploi Ne pas depasser la posologie de 20 mg/j de simvastatine ou utiliser une autre statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de la simvastatine).";
"SIMVASTATINE";"AMLODIPINE";197;;;"Precaution d'emploi Ne pas depasser la posologie de 40 mg/j de simvastatine ou utiliser une autre statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (dose-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'hypocholesterolemiant).";
"SIMVASTATINE";"AZITHROMYCINE";197;;;"Precaution d'emploi Utiliser des doses plus faibles d'hypocholesterolemiant ou une autre statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse, par diminution du metabolisme hepatique de l'hypocholesterolemiant.";
"SIMVASTATINE";"CARBAMAZEPINE";197;;"Association DECONSEILLEE Diminution importante des concentrations plasmatiques de simvastatine, par augmentation de son metabolisme hepatique.";;
"SIMVASTATINE";"CICLOSPORINE";197;;;"Precaution d'emploi Ne pas depasser la posologie de 10mg/jour de simvastatine. Si l'objectif therapeutique n'est pas atteint a cette posologie, utiliser une autre statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse par diminution du metabolisme de la simvastatine.";
"SIMVASTATINE";"CLARITHROMYCINE";198;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse, par diminution du metabolisme hepatique de l'hypocholesterolemiant.";;;
"SIMVASTATINE";"DANAZOL";198;;"Association DECONSEILLEE Si l'association s'avere necessaire, ne pas depasser la dose de 10 mg de simvastatine. Risque majore de survenue de rhabdomyolyse.";;
"SIMVASTATINE";"DILTIAZEM";198;;;"Precaution d'emploi Ne pas depasser la posologie de 20 mg/jour de simvastatine. Si l'objectif therapeutique n'est pas atteint a cette posologie, utiliser une autre statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse, par diminution du metabolisme hepatique de l'hypocholesterolemiant.";
"SIMVASTATINE";"DRONEDARONE";198;;"Association DECONSEILLEE Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de la simvastatine).";;
"SIMVASTATINE";"ERYTHROMYCINE";198;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'hypocholesterolemiant.";;;
"SIMVASTATINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";198;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de la simvastatine).";;;
"SIMVASTATINE";"ITRACONAZOLE";198;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de la simvastatine).";;;
"SIMVASTATINE";"KETOCONAZOLE";198;"CONTRE-INDICATION Utiliser une statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'hypocholesterolemiant).";;;
"SIMVASTATINE";"MILLEPERTUIS";198;;"Association DECONSEILLEE Diminution de l'efficacite de l'hypocholesterolemiant par augmentation de son metabolisme hepatique par le millepertuis.";;
"SIMVASTATINE";"OMBITASVIR + PARITAPREVIR";198;"CONTRE-INDICATION Augmentation des concentrations plasmatiques de la simvastatine par diminution de son metabolisme hepatique par la bitherapie.";;;
"SIMVASTATINE";"POSACONAZOLE";198;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'inhibiteur de l'HMG-CoA reductase).";;;
"SIMVASTATINE";"RANOLAZINE";198;;;"Precaution d'emploi Ne pas depasser la posologie de 20 mg/j de simvastatine ou utiliser une autre statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse par inhibition du metabolisme de la simvastatine par la ranolazine.";
"SIMVASTATINE";"RIFAMPICINE";198;;"Association DECONSEILLEE Diminution tres importante des concentrations plasmatiques de simvastatine, par augmentation de son metabolisme hepatique par la rifampicine.";;
"SIMVASTATINE";"ROXITHROMYCINE";198;;;"Precaution d'emploi Utiliser des doses plus faibles d'hypocholesterolemiant. Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse.";
"SIMVASTATINE";"STIRIPENTOL";199;"CONTRE-INDICATION Risque majore d'effets indesirables (dose-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'hypocholesterolemiant).";;;
"SIMVASTATINE";"TELAPREVIR";199;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de la simvastatine).";;;
"SIMVASTATINE";"TELITHROMYCINE";199;"CONTRE-INDICATION Risque majore d'effets indesirables (dose-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'hypocholesterolemiant).";;;
"SIMVASTATINE";"VERAPAMIL";199;;;"Precaution d'emploi Ne pas depasser la posologie de 20 mg/j de simvastatine ou utiliser une autre statine non concernee par ce type d'interaction. Risque majore d'effets indesirables (dose-dependants) a type de rhabdomyolyse (diminution du metabolisme hepatique de l'hypocholesterolemiant).";
"SIMVASTATINE";"VORICONAZOLE";199;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse par diminution du metabolisme hepatique de la simvastatine.";;;
"SIROLIMUS";"CICLOSPORINE";199;;;"Precaution d'emploi Il est recommande d'administrer le sirolimus 4 heures apres la ciclosporine. Controle de la fonction renale, pendant l'association et apres son arret. Augmentation des concentrations sanguines de sirolimus par la ciclosporine. La nephrotoxicite de la ciclosporine est egalement augmentee lors de l'association.";
"SIROLIMUS";"VERAPAMIL";199;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de la posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines du sirolimus (diminution de son metabolisme hepatique par le verapamil).";
"SODIUM (AUROTHIOPROPANOLSULFONATE DE)";"PHENYLBUTAZONE";199;;"Association DECONSEILLEE Utiliser de preference un autre AINS moins interactif. Pour toutes les formes de phenylbutazone, y compris locales : majoration du risque d'aplasie medullaire.";;
"SODIUM (BICARBONATE DE)";"LITHIUM";199;;;"Precaution d'emploi Eviter les surcharges sodees et tenir compte de la presence de sodium dans certains medicaments comme les antiacides. Risque de baisse de l'efficacite du lithium par augmentation de son elimination renale par les sels de sodium.";
"SODIUM (CHLORURE DE)";"LITHIUM";199;;;"Precaution d'emploi Eviter les surcharges sodees et tenir compte de la presence de sodium dans certains medicaments comme les antiacides. Risque de baisse de l'efficacite du lithium par augmentation de son elimination renale par les sels de sodium.";
"SODIUM (OXYBATE DE)";"ALCOOL (BOISSON OU EXCIPIENT)";199;;"Association DECONSEILLEE Eviter la prise de boissons alcoolisees et de medicaments contenant de l'alcool. Majoration par l'alcool de l'effet sedatif de ces substances. L'alteration de la vigilance peut rendre dangereuses la conduite de vehicules et l'utilisation de machines.";;
"SODIUM (OXYBATE DE)";"MEDICAMENTS SEDATIFS";199;;"Association DECONSEILLEE Majoration de la depression centrale. L'alteration de la vigilance peut rendre dangereuses la conduite de vehicules et l'utilisation de machines.";;
"SOFOSBUVIR";"AMIODARONE";200;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique et ECG etroite, en particulier pendant les premieres semaines de traitement par la bitherapie. Uniquement lors de la bitherapie daclatasvir/sofosbuvir ou ledipasvir/sofosbuvir : Survenue de bradycardie eventuellement brutale, pouvant avoir des consequences fatales.";;
"SOFOSBUVIR";"INDUCTEURS ENZYMATIQUES";200;;"Association DECONSEILLEE Risque de diminution des concentrations plasmatiques de sofosbuvir par diminution de son absorption intestinale par l'inducteur enzymatique.";;
"SOFOSBUVIR";"MILLEPERTUIS";200;;"Association DECONSEILLEE Risque de diminution des concentrations plasmatiques de sofosbuvir par diminution de son absorption intestinale par le millepertuis.";;
"SOFOSBUVIR";"MODAFINIL";200;;"Association DECONSEILLEE Risque de diminution des concentrations plasmatiques de sofosbuvir par diminution de son absorption intestinale par le modafinil.";;
"SOLIFENACINE";"CLARITHROMYCINE";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"SOLIFENACINE";"ERYTHROMYCINE";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"SOLIFENACINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"SOLIFENACINE";"ITRACONAZOLE";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"SOLIFENACINE";"KETOCONAZOLE";200;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
