"protagoniste1";"protagoniste2";"page";"CI";"AD";"PE";"PC";"couple"
"GUANETHIDINE";"IMAO IRREVERSIBLES";102;"CONTRE-INDICATION Interrompre le traitement par IMAO 15 jours avant le traitement par guanethidine. Avec la guanethidine utilisee par voie IV : risque de reactions vasculaires imprevisibles, notamment d'hypotension.";;;;"GUANETHIDINE;IMAO IRREVERSIBLES"
"HALOFANTRINE";"JUS DE PAMPLEMOUSSE";102;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"HALOFANTRINE;JUS DE PAMPLEMOUSSE"
"HALOFANTRINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";102;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"HALOFANTRINE;INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR"
"HALOFANTRINE";"JOSAMYCINE";102;;"Association DECONSEILLEE Si cela est possible, interrompre le macrolide. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"HALOFANTRINE;JOSAMYCINE"
"HALOFANTRINE";"MICONAZOLE";103;;"Association DECONSEILLEE Si cela est possible, interrompre l'azole antifongique. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.  /226";;;"HALOFANTRINE;MICONAZOLE"
"HALOFANTRINE";"STIRIPENTOL";103;;"Association DECONSEILLEE Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"HALOFANTRINE;STIRIPENTOL"
"HALOPERIDOL";"RIFAMPICINE";103;;;"Precaution d'emploi Surveillance clinique et, si besoin, adaptation posologique pendant le traitement par la rifampicine et apres son arret. Risque de diminution des concentrations plasmatiques de l'haloperidol et de son efficacite therapeutique, par augmentation de son metabolisme hepatique par la rifampicine.";;"HALOPERIDOL;RIFAMPICINE"
"HALOTHANE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";103;;"Association DECONSEILLEE Troubles du rythme ventriculaire graves par augmentation de l'excitabilite cardiaque.";;;"HALOTHANE;THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)"
"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)";"THROMBOLYTIQUES";104;;;;"A prendre en compte Augmentation du risque hemorragique.";"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE);THROMBOLYTIQUES"
"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)";"THROMBOLYTIQUES";104;;;;"A prendre en compte Augmentation du risque hemorragique.";"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE);THROMBOLYTIQUES"
"HORMONES THYROIDIENNES";"IMATINIB";105;;;;"A prendre en compte Risque de baisse de l'efficacite des hormones thyroidiennes.";"HORMONES THYROIDIENNES;IMATINIB"
"HORMONES THYROIDIENNES";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";105;;;"Precaution d'emploi Surveillance clinique et biologique et adaptation eventuelle de la posologie des hormones thyroidiennes. Risque de baisse de l'efficacite des hormones thyroidiennes par augmentation de leur metabolisme hepatique par le ritonavir.";;"HORMONES THYROIDIENNES;INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR"
"HORMONES THYROIDIENNES";"ORLISTAT";105;;;;"A prendre en compte Risque de desequilibre du traitement thyroidien substitutif en cas de traitement par orlistat.";"HORMONES THYROIDIENNES;ORLISTAT"
"HORMONES THYROIDIENNES";"PROGUANIL";105;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie de l'hormone thyroidienne pendant le traitement par l'antipaludique et apres son arret. Risque d'hypothyroidie clinique chez les patients substitues par hormones thyroidiennes.";;"HORMONES THYROIDIENNES;PROGUANIL"
"HORMONES THYROIDIENNES";"RESINES CHELATRICES";105;;;"Precaution d'emploi Prendre les hormones thyroidiennes a distance de la resine (plus de 2 heures, si possible). Diminution de l'absorption digestive des hormones thyroidiennes.";;"HORMONES THYROIDIENNES;RESINES CHELATRICES"
"HORMONES THYROIDIENNES";"RIFABUTINE";105;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie des hormones thyroidiennes pendant le traitement par la rifabutine et apres son arret. Decrit pour la phenytoine, la rifampicine, la carbamazepine. Risque d'hypothyroidie clinique chez les patients hypothyroidiens, par augmentation du metabolisme de la T3 et de la T4.";;"HORMONES THYROIDIENNES;RIFABUTINE"
"HORMONES THYROIDIENNES";"RIFAMPICINE";105;;;"Precaution d'emploi Surveillance des concentrations seriques de T3 et de T4 et adaptation, si besoin, de la posologie des hormones thyroidiennes pendant le traitement par la rifampicine et apres son arret. Risque d'hypothyroidie clinique chez les patients hypothyroidiens, par augmentation du metabolisme de la T3 et de la T4.";;"HORMONES THYROIDIENNES;RIFAMPICINE"
"HORMONES THYROIDIENNES";"SUCRALFATE";105;;;"Precaution d'emploi Prendre les hormones thyroidiennes a distance du sucralfate (plus de 2 heures, si possible). Diminution de l'absorption digestive des hormones thyroidiennes.";;"HORMONES THYROIDIENNES;SUCRALFATE"
"HORMONES THYROIDIENNES";"SUNITINIB";106;;;;"A prendre en compte Risque de baisse de l'efficacite des hormones thyroidiennes.  /226";"HORMONES THYROIDIENNES;SUNITINIB"
"HUILES MINERALES";"PRESERVATIFS EN LATEX";106;"CONTRE-INDICATION Utiliser un lubrifiant hydrosoluble (glycerine, polyacrylamide...). Risque de rupture du preservatif lors de l'utilisation avec des corps gras ou des lubrifiants contenant des huiles minerales (huile de paraffine, huile de silicone, etc...).";;;;"HUILES MINERALES;PRESERVATIFS EN LATEX"
"HYDROCORTISONE";"INDUCTEURS ENZYMATIQUES";106;;;"Precaution d'emploi Surveillance clinique et biologique ; adaptation de la posologie de l'hydrocortisone pendant l'association et apres l'arret de l'inducteur enzymatique. Risque de diminution de l'efficacite de l'hydrocortisone (augmentation de son metabolisme) ; les consequences sont graves lorsque l'hydrocortisone est administree en traitement substitutif ou en cas de transplantation.";;"HYDROCORTISONE;INDUCTEURS ENZYMATIQUES"
"HYDROQUINIDINE";"ITRACONAZOLE";106;;;"Precaution d'emploi Surveillance des concentrations plasmatiques de l'antiarythmique et diminution eventuelle de sa posologie si necessaire. Risque d'acouphenes et/ou de diminution de l'acuite auditive : cinchonisme lie a une diminution du metabolisme hepatique de l'antiarythmique par l'itraconazole.";;"HYDROQUINIDINE;ITRACONAZOLE"
"HYDROXYCARBAMIDE";"VACCINS VIVANTS ATTENUES";106;;"Association DECONSEILLEE L'association ne devra etre envisagee que si les benefices sont estimes comme etant superieurs a ce risque. S'il est decide d'interrompre le traitement par hydroxycarbamide pour effectuer la vaccination, un delai de 3 mois apres l'arret est recommande. Dans son indication chez le patient drepanocytaire, risque theorique de maladie vaccinale generalisee.";;;"HYDROXYCARBAMIDE;VACCINS VIVANTS ATTENUES"
"HYDROXYCHLOROQUINE";"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";106;"CI - ASDEC Contre-indication : - avec le citalopram, la domperidone, l'escitalopram, l'hydroxyzine et la piperaquine. Association deconseillee: - avec les autres medicaments susceptibles de donner des torsades de pointes. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";"CI - ASDEC Contre-indication : - avec le citalopram, la domperidone, l'escitalopram, l'hydroxyzine et la piperaquine. Association deconseillee: - avec les autres medicaments susceptibles de donner des torsades de pointes. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"HYDROXYCHLOROQUINE;MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"HYDROXYCHLOROQUINE";"METOPROLOL";106;;;"Precaution d'emploi Surveillance clinique. Si besoin, adaptation de la posologie du metoprolol pendant le traitement par l'hydroxychloroquine. Avec le metoprolol utilise dans l'insuffisance cardiaque : risque d'augmentation des effets indesirables du metoprolol par diminution de son metabolisme hepatique par l'hydroxychloroquine.";;"HYDROXYCHLOROQUINE;METOPROLOL"
"HYDROXYCHLOROQUINE";"RIFAMPICINE";107;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de l'hydroxychloroquine pendant le traitement par rifampicine et apres son arret. Risque de diminution de l'effet therapeutique. de l'hydroxychloroquine, par augmentation de son metabolisme par la rifampicine.  /226";;"HYDROXYCHLOROQUINE;RIFAMPICINE"
"HYPERKALIEMIANTS";"HYPERKALIEMIANTS";107;;;;"A prendre en compte Risque de majoration de l'hyperkaliemie, potentiellement letale.";"HYPERKALIEMIANTS;HYPERKALIEMIANTS"
"HYPNOTIQUES";"HYPNOTIQUES";107;;;;"A prendre en compte Majoration de la depression centrale.";"HYPNOTIQUES;HYPNOTIQUES"
"HYPOKALIEMIANTS";"HYPOKALIEMIANTS";107;;;"Precaution d'emploi Surveillance de la kaliemie avec si besoin correction. Risque majore d'hypokaliemie.";;"HYPOKALIEMIANTS;HYPOKALIEMIANTS"
"HYPOKALIEMIANTS";"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";107;;;"Precaution d'emploi Corriger toute hypokaliemie avant d'administrer le produit et realiser une surveillance clinique, electrolytique et electrocardiographique. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;"HYPOKALIEMIANTS;MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"HYPONATREMIANTS";"HYPONATREMIANTS";108;;;;"A prendre en compte Majoration du risque d'hyponatremie.  /226";"HYPONATREMIANTS;HYPONATREMIANTS"
"IBRUTINIB";"VERAPAMIL";108;;;"Precaution d'emploi Surveiller clinique etroite et reduction de la dose d'ibrutinib a 140 mg par jour pendant la duree de l'association. Augmentation des concentrations plasmatiques d'ibrutinib par diminution de son metabolisme hepatique par le verapamil.";;"IBRUTINIB;VERAPAMIL"
"IDELALISIB";"INHIBITEURS PUISSANTS DU CYP3A4";108;;;;"A prendre en compte Augmentation des concentrations plasmatiques d'idelalisib par diminution de son metabolisme hepatique par l'inhibiteur.";"IDELALISIB;INHIBITEURS PUISSANTS DU CYP3A4"
"IDELALISIB";"MILLEPERTUIS";108;;"Association DECONSEILLEE Risque de diminution importante des concentrations plasmatiques d'idelalisib par augmentation de son metabolisme hepatique par le millepertuis.";;;"IDELALISIB;MILLEPERTUIS"
"IDELALISIB";"RIFAMPICINE";108;;"Association DECONSEILLEE Diminution des concentrations plasmatiques d'idelalisib par augmentation de son metabolisme hepatique par l'inducteur.";;;"IDELALISIB;RIFAMPICINE"
"IDELALISIB";"SUBSTRATS A RISQUE DU CYP3A4";108;;"Association DECONSEILLEE Augmentation des concentrations plasmatiques du substrat par diminution de son metabolisme hepatique par l'idelalisib.";;;"IDELALISIB;SUBSTRATS A RISQUE DU CYP3A4"
"IFOSFAMIDE";"PHENOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)";108;;"Association DECONSEILLEE Risque de majoration de la neurotoxicite de l'ifosfamide par augmentation de son metabolisme hepatique par le phenobarbital.";;;"IFOSFAMIDE;PHENOBARBITAL (ET, PAR EXTRAPOLATION, PRIMIDONE)"
"IFOSFAMIDE";"VEMURAFENIB";108;;;;"A prendre en compte Risque de diminution des concentrations de l'ifosfamide, avec augmentation de son metabolite actif et toxicite majoree.";"IFOSFAMIDE;VEMURAFENIB"
"IMAO IRREVERSIBLES";"ALCOOL (BOISSON OU EXCIPIENT)";109;;"Association DECONSEILLEE Eviter la prise de boissons alcoolisees et de medicaments contenant de l'alcool. Majoration des effets hypertenseurs et/ou hyperthermiques de la tyramine presente dans certaines boissons alcoolisees (chianti, certaines bieres, etc).  /226";;;"IMAO IRREVERSIBLES;ALCOOL (BOISSON OU EXCIPIENT)"
"IMAO IRREVERSIBLES";"INHIBITEURS DE LA CATECHOL-O-METHYLTRANSFERASE (COMT)";109;"CONTRE-INDICATION Potentialisation des effets pharmacologiques, et notamment vasopresseurs, des catecholamines par inhibition conjuguee de leur metabolisme.";;;;"IMAO IRREVERSIBLES;INHIBITEURS DE LA CATECHOL-O-METHYLTRANSFERASE (COMT)"
"IMAO IRREVERSIBLES";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";109;"CONTRE-INDICATION Respecter un delai de deux semaines entre l'arret de l'IMAO et le debut du traitement par l'antidepresseur serotoninergique, et d'au moins une semaine entre l'arret de l'antidepresseur serotoninergique (sauf pour la fluoxetine : cinq semaines) et le debut. Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;;"IMAO IRREVERSIBLES;INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"IMAO IRREVERSIBLES";"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES";109;"CONTRE-INDICATION Respecter un delai de deux semaines entre l'arret de l'IMAO et le debut de l'autre traitement, et d'au moins une semaine entre l'arret de l'autre traitement et le debut de l'IMAO. Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;;"IMAO IRREVERSIBLES;MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES"
"IMAO IRREVERSIBLES";"MIDODRINE";109;"CONTRE-INDICATION Crises hypertensives (inhibition du metabolisme des amines pressives). Du fait de la duree d'action des IMAO, cette interaction est encore possible 15 jours apres l'arret de l'IMAO.";;;;"IMAO IRREVERSIBLES;MIDODRINE"
"IMAO IRREVERSIBLES";"MILLEPERTUIS";109;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque d'apparition d'un syndrome serotoninergique.";;"IMAO IRREVERSIBLES;MILLEPERTUIS"
"IMAO IRREVERSIBLES";"PETHIDINE";109;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;;"IMAO IRREVERSIBLES;PETHIDINE"
"IMAO IRREVERSIBLES";"RESERPINE";109;"CONTRE-INDICATION Agitation psychomotrice, convulsions, hypertension.";;;;"IMAO IRREVERSIBLES;RESERPINE"
"IMAO IRREVERSIBLES";"SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)";109;;"Association DECONSEILLEE Crises hypertensives (inhibition du metabolisme des amines pressives). Du fait de la duree d'action de l'IMAO, cette interaction est encore possible 15 jours apres l'arret de l'IMAO.";;;"IMAO IRREVERSIBLES;SYMPATHOMIMETIQUES ALPHA (VOIES ORALE ET/OU NASALE)"
"IMAO IRREVERSIBLES";"SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)";109;;;"Precaution d'emploi A n'utiliser que sous controle medical strict. Augmentation de l'action pressive du sympathomimetique, le plus souvent moderee.";;"IMAO IRREVERSIBLES;SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)"
"IMAO IRREVERSIBLES";"SYMPATHOMIMETIQUES INDIRECTS";110;"CONTRE-INDICATION Hypertension paroxystique, hyperthermie pouvant etre fatale. Du fait de la duree d'action de l'IMAO, cette interaction est encore possible 15 jours apres l'arret de l'IMAO.  /226";;;;"IMAO IRREVERSIBLES;SYMPATHOMIMETIQUES INDIRECTS"
"IMAO IRREVERSIBLES";"TETRABENAZINE";110;"CONTRE-INDICATION Risque de crises hypertensives. Du fait de la duree d'action de l'IMAO, cette interaction est encore theoriquement possible 15 jours apres son arret.";;;;"IMAO IRREVERSIBLES;TETRABENAZINE"
"IMAO IRREVERSIBLES";"TIANEPTINE";110;;"Association DECONSEILLEE Risque de collapsus, hypertension paroxystique, hyperthermie, convulsions, deces.";;;"IMAO IRREVERSIBLES;TIANEPTINE"
"IMAO IRREVERSIBLES";"TRAMADOL";110;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, sueurs, tremblements, confusion, voire coma.";;;;"IMAO IRREVERSIBLES;TRAMADOL"
"IMAO IRREVERSIBLES";"TRIPTANS METABOLISES PAR LA MAO";110;"CONTRE-INDICATION Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;;"IMAO IRREVERSIBLES;TRIPTANS METABOLISES PAR LA MAO"
"IMAO IRREVERSIBLES";"TRIPTANS NON METABOLISES PAR LA MAO";110;;"Association DECONSEILLEE Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;"IMAO IRREVERSIBLES;TRIPTANS NON METABOLISES PAR LA MAO"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"IMAO-B";110;"CONTRE-INDICATION Risque de poussee hypertensive, par perte de selectivite sur la monoamine oxydase, notamment en cas d'alimentation riche en tyramine (fromage, biere,...).";;;;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;IMAO-B"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";110;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique tres etroite. Debuter l'association aux posologies minimales recommandees. Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES";110;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique tres etroite. Debuter l'association aux posologies minimales recommandees. Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueur, confusion voire coma.";;;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;MEDICAMENTS MIXTES ADRENERGIQUES-SEROTONINERGIQUES"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"MILLEPERTUIS";110;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque d'apparition d'un syndrome serotoninergique.";;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;MILLEPERTUIS"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"PETHIDINE";110;"CONTRE-INDICATION Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;PETHIDINE"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)";110;;;"Precaution d'emploi A n'utiliser que sous controle medical strict. Par extrapolation a partir des IMAO non selectifs : risque d'augmentation de l'action pressive.";;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"SYMPATHOMIMETIQUES INDIRECTS";111;;"Association DECONSEILLEE Risque de vasoconstriction et/ou de poussees hypertensives.  /226";;;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;SYMPATHOMIMETIQUES INDIRECTS"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"TRAMADOL";111;;"Association DECONSEILLEE Risque d'apparition d'un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;TRAMADOL"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"TRIPTANS METABOLISES PAR LA MAO";111;"CONTRE-INDICATION Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;TRIPTANS METABOLISES PAR LA MAO"
"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE";"TRIPTANS NON METABOLISES PAR LA MAO";111;;"Association DECONSEILLEE Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;"IMAO-A REVERSIBLES, Y COMPRIS LINEZOLIDE ET BLEU DE METHYLENE;TRIPTANS NON METABOLISES PAR LA MAO"
"IMAO-B";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";111;;;;"A prendre en compte Risque d'apparition d'un syndrome serotoninergique.";"IMAO-B;INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"IMAO-B";"LEVODOPA";111;;;;"A prendre en compte Augmentation du risque d'hypotension orthostatique.";"IMAO-B;LEVODOPA"
"IMAO-B";"PETHIDINE";111;"CONTRE-INDICATION Manifestations d'excitation centrale evoquant un syndrome serotoninergique : diarrhee, tachycardie, sueurs, tremblements, confusion voire coma.";;;;"IMAO-B;PETHIDINE"
"IMAO-B";"TRAMADOL";111;;;;"A prendre en compte Risque d'apparition d'un syndrome serotoninergique.";"IMAO-B;TRAMADOL"
"IMAO-B";"TRIPTANS METABOLISES PAR LA MAO";111;"CONTRE-INDICATION Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;;"IMAO-B;TRIPTANS METABOLISES PAR LA MAO"
"IMAO-B";"TRIPTANS NON METABOLISES PAR LA MAO";111;;"Association DECONSEILLEE Risque d'hypertension arterielle, de vasoconstriction arterielle coronaire.";;;"IMAO-B;TRIPTANS NON METABOLISES PAR LA MAO"
"IMMUNOSUPPRESSEURS";"JUS DE PAMPLEMOUSSE";112;;"Association DECONSEILLEE Augmentation de la biodisponibilite de l'immunosuppresseur et par consequent de ses effets indesirables.  /226";;;"IMMUNOSUPPRESSEURS;JUS DE PAMPLEMOUSSE"
"IMMUNOSUPPRESSEURS";"INDUCTEURS ENZYMATIQUES";112;;;"Precaution d'emploi Augmentation de la posologie de l'immunosuppresseur sous controle des concentrations sanguines. Reduction de la posologie apres l'arret de l'inducteur. Diminution des concentrations sanguines et de l'efficacite de l'immunosuppresseur, par augmentation de son metabolisme hepatique par l'inducteur.";;"IMMUNOSUPPRESSEURS;INDUCTEURS ENZYMATIQUES"
"IMMUNOSUPPRESSEURS";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";112;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation de sa posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;;"IMMUNOSUPPRESSEURS;INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR"
"IMMUNOSUPPRESSEURS";"ITRACONAZOLE";112;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation eventuelle de la posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;;"IMMUNOSUPPRESSEURS;ITRACONAZOLE"
"IMMUNOSUPPRESSEURS";"KETOCONAZOLE";112;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation eventuelle de la posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;;"IMMUNOSUPPRESSEURS;KETOCONAZOLE"
"IMMUNOSUPPRESSEURS";"MILLEPERTUIS";113;"CONTRE-INDICATION Diminution des concentrations sanguines de l'immunosuppresseur, en raison de l'effet inducteur enzymatique du millepertuis, avec risque de baisse d'efficacite voire d'annulation de l'effet dont les consequences peuvent etre eventuellement graves (rejet de greffe).  /226";;;;"IMMUNOSUPPRESSEURS;MILLEPERTUIS"
"IMMUNOSUPPRESSEURS";"NICARDIPINE";113;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de sa posologie pendant le traitement et apres l'arret. Augmentation des concentrations sanguines de l'immunodepresseur, par inhibition de son metabolisme.";;"IMMUNOSUPPRESSEURS;NICARDIPINE"
"IMMUNOSUPPRESSEURS";"POSACONAZOLE";113;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation eventuelle de la posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;;"IMMUNOSUPPRESSEURS;POSACONAZOLE"
"IMMUNOSUPPRESSEURS";"PRISTINAMYCINE";113;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de sa posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;"IMMUNOSUPPRESSEURS;PRISTINAMYCINE"
"IMMUNOSUPPRESSEURS";"QUINUPRISTINE";113;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de la posologie pendant l'association et apres son arret. Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;"IMMUNOSUPPRESSEURS;QUINUPRISTINE"
"IMMUNOSUPPRESSEURS";"RANOLAZINE";113;;;"Precaution d'emploi Surveillance clinique et biologique, et adaptation eventuelle de la posologie de l'immunosuppresseur. Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme par la ranolazine.";;"IMMUNOSUPPRESSEURS;RANOLAZINE"
"IMMUNOSUPPRESSEURS";"STIRIPENTOL";113;"CONTRE-INDICATION Augmentation des concentrations sanguines de l'immunosuppresseur (diminution de son metabolisme hepatique).";;;;"IMMUNOSUPPRESSEURS;STIRIPENTOL"
"IMMUNOSUPPRESSEURS";"TELAPREVIR";113;;;"Precaution d'emploi Dosage des concentrations sanguines de l'immunosuppresseur, controle de la fonction renale et adaptation de sa posologie pendant l'association et apres son arret. Augmentation des concentrations plasmatiques de l'immunosuppresseur par inhibition de son metabolisme hepatique par le telaprevir.";;"IMMUNOSUPPRESSEURS;TELAPREVIR"
"IMMUNOSUPPRESSEURS";"TELITHROMYCINE";113;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation eventuelle de la posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;;"IMMUNOSUPPRESSEURS;TELITHROMYCINE"
"IMMUNOSUPPRESSEURS";"VACCINS VIVANTS ATTENUES";113;"CONTRE-INDICATION Et pendant les 3 mois suivant l'arret du traitement. Risque de maladie vaccinale generalisee eventuellement mortelle.";;;;"IMMUNOSUPPRESSEURS;VACCINS VIVANTS ATTENUES"
"IMMUNOSUPPRESSEURS";"VEMURAFENIB";113;;"Association DECONSEILLEE Risque de diminution des concentrations des immunosuppresseurs, avec pour consequence un risque d'inefficacite.";;;"IMMUNOSUPPRESSEURS;VEMURAFENIB"
